"","subject","condition","audio","step","sAnswer","rt","stepRepetition","trial","phase"
"1595","AAM23","AAM","asee_shstep15",15,0,879,8,3,"Late"
"1596","AAM23","AAM","asee_shstep17",17,0,923,8,4,"Late"
"1597","AAM23","AAM","asee_shstep05",5,1,896,9,4,"Late"
"1598","AAM23","AAM","asee_shstep07",7,1,893,9,1,"Late"
"1599","AAM23","AAM","asee_shstep09",9,0,2260,9,2,"Late"
"1600","AAM23","AAM","asee_shstep11",11,0,1576,9,0,"Late"
"1601","AAM23","AAM","asee_shstep13",13,0,908,9,3,"Late"
"1602","AAM23","AAM","asee_shstep15",15,0,1228,9,5,"Late"
"1603","AAM23","AAM","asee_shstep17",17,0,1381,9,6,"Late"
"1604","AAM23","AAM","asee_shstep05",5,1,482,10,4,"Late"
"1605","AAM23","AAM","asee_shstep07",7,1,701,10,0,"Late"
"1606","AAM23","AAM","asee_shstep09",9,1,1143,10,1,"Late"
"1607","AAM23","AAM","asee_shstep11",11,0,1550,10,6,"Late"
"1608","AAM23","AAM","asee_shstep13",13,NA,1199,10,2,"Late"
"1609","AAM23","AAM","asee_shstep15",15,0,828,10,5,"Late"
"1610","AAM23","AAM","asee_shstep17",17,0,817,10,3,"Late"
"1611","AAM24","AAM","asee_shstep05",5,0,2728,1,1,"Early"
"1613","AAM24","AAM","asee_shstep09",9,1,2785,1,3,"Early"
"1615","AAM24","AAM","asee_shstep13",13,0,1638,1,0,"Early"
"1616","AAM24","AAM","asee_shstep15",15,0,1110,1,6,"Early"
"1617","AAM24","AAM","asee_shstep17",17,0,1264,1,5,"Early"
"1618","AAM24","AAM","asee_shstep05",5,1,1638,2,1,"Early"
"1619","AAM24","AAM","asee_shstep07",7,1,1764,2,0,"Early"
"1620","AAM24","AAM","asee_shstep09",9,1,1377,2,6,"Early"
"1621","AAM24","AAM","asee_shstep11",11,1,1601,2,2,"Early"
"1622","AAM24","AAM","asee_shstep13",13,0,1107,2,3,"Early"
"1623","AAM24","AAM","asee_shstep15",15,0,1033,2,4,"Early"
"1624","AAM24","AAM","asee_shstep17",17,0,1217,2,5,"Early"
"1625","AAM24","AAM","asee_shstep05",5,1,1209,3,0,"Early"
"1626","AAM24","AAM","asee_shstep07",7,1,1088,3,2,"Early"
"1627","AAM24","AAM","asee_shstep09",9,1,1163,3,6,"Early"
"1628","AAM24","AAM","asee_shstep11",11,1,1035,3,1,"Early"
"1629","AAM24","AAM","asee_shstep13",13,0,761,3,4,"Early"
"1630","AAM24","AAM","asee_shstep15",15,0,1553,3,5,"Early"
"1631","AAM24","AAM","asee_shstep17",17,0,818,3,3,"Early"
"1632","AAM24","AAM","asee_shstep05",5,1,1164,4,0,"Early"
"1633","AAM24","AAM","asee_shstep07",7,1,953,4,5,"Early"
"1634","AAM24","AAM","asee_shstep09",9,1,1273,4,2,"Early"
"1635","AAM24","AAM","asee_shstep11",11,1,1003,4,6,"Early"
"1636","AAM24","AAM","asee_shstep13",13,0,728,4,3,"Early"
"1637","AAM24","AAM","asee_shstep15",15,0,792,4,4,"Early"
"1638","AAM24","AAM","asee_shstep17",17,0,769,4,1,"Early"
"1639","AAM24","AAM","asee_shstep05",5,1,1046,5,1,"Early"
"1640","AAM24","AAM","asee_shstep07",7,1,1403,5,2,"Early"
"1641","AAM24","AAM","asee_shstep09",9,1,1238,5,5,"Early"
"1642","AAM24","AAM","asee_shstep11",11,0,1010,5,0,"Early"
"1643","AAM24","AAM","asee_shstep13",13,0,728,5,3,"Early"
"1644","AAM24","AAM","asee_shstep15",15,0,1023,5,4,"Early"
"1645","AAM24","AAM","asee_shstep17",17,0,707,5,6,"Early"
"1646","AAM24","AAM","asee_shstep05",5,1,1621,6,1,"Late"
"1647","AAM24","AAM","asee_shstep07",7,1,1024,6,3,"Late"
"1648","AAM24","AAM","asee_shstep09",9,1,1131,6,0,"Late"
"1649","AAM24","AAM","asee_shstep11",11,1,1246,6,5,"Late"
"1650","AAM24","AAM","asee_shstep13",13,0,709,6,6,"Late"
"1651","AAM24","AAM","asee_shstep15",15,0,768,6,2,"Late"
"1652","AAM24","AAM","asee_shstep17",17,0,609,6,4,"Late"
"1653","AAM24","AAM","asee_shstep05",5,1,1220,7,2,"Late"
"1654","AAM24","AAM","asee_shstep07",7,1,1591,7,0,"Late"
"1655","AAM24","AAM","asee_shstep09",9,1,1232,7,5,"Late"
"1656","AAM24","AAM","asee_shstep11",11,1,1287,7,1,"Late"
"1657","AAM24","AAM","asee_shstep13",13,0,948,7,4,"Late"
"1658","AAM24","AAM","asee_shstep15",15,0,791,7,3,"Late"
"1659","AAM24","AAM","asee_shstep17",17,0,846,7,6,"Late"
"1660","AAM24","AAM","asee_shstep05",5,1,1251,8,6,"Late"
"1661","AAM24","AAM","asee_shstep07",7,1,1240,8,2,"Late"
"1662","AAM24","AAM","asee_shstep09",9,1,1119,8,4,"Late"
"1663","AAM24","AAM","asee_shstep11",11,1,1134,8,0,"Late"
"1664","AAM24","AAM","asee_shstep13",13,0,915,8,1,"Late"
"1665","AAM24","AAM","asee_shstep15",15,0,846,8,5,"Late"
"1666","AAM24","AAM","asee_shstep17",17,0,676,8,3,"Late"
"1667","AAM24","AAM","asee_shstep05",5,1,1418,9,0,"Late"
"1668","AAM24","AAM","asee_shstep07",7,1,1306,9,1,"Late"
"1669","AAM24","AAM","asee_shstep09",9,1,1345,9,5,"Late"
"1670","AAM24","AAM","asee_shstep11",11,0,804,9,6,"Late"
"1671","AAM24","AAM","asee_shstep13",13,0,673,9,4,"Late"
"1672","AAM24","AAM","asee_shstep15",15,0,830,9,3,"Late"
"1673","AAM24","AAM","asee_shstep17",17,0,787,9,2,"Late"
"1674","AAM24","AAM","asee_shstep05",5,1,1617,10,2,"Late"
"1675","AAM24","AAM","asee_shstep07",7,1,2503,10,6,"Late"
"1676","AAM24","AAM","asee_shstep09",9,1,1598,10,4,"Late"
"1677","AAM24","AAM","asee_shstep11",11,1,1367,10,0,"Late"
"1678","AAM24","AAM","asee_shstep13",13,0,1108,10,1,"Late"
"1679","AAM24","AAM","asee_shstep15",15,0,942,10,5,"Late"
"1680","AAM24","AAM","asee_shstep17",17,0,804,10,3,"Late"
"1681","AAM25","AAM","asee_shstep05",5,1,1734,1,4,"Early"
"1682","AAM25","AAM","asee_shstep07",7,1,1474,1,2,"Early"
"1683","AAM25","AAM","asee_shstep09",9,1,1409,1,1,"Early"
"1684","AAM25","AAM","asee_shstep11",11,0,606,1,0,"Early"
"1685","AAM25","AAM","asee_shstep13",13,0,1771,1,5,"Early"
"1686","AAM25","AAM","asee_shstep15",15,0,632,1,6,"Early"
"1687","AAM25","AAM","asee_shstep17",17,0,754,1,3,"Early"
"1688","AAM25","AAM","asee_shstep05",5,1,736,2,2,"Early"
"1689","AAM25","AAM","asee_shstep07",7,1,628,2,0,"Early"
"1690","AAM25","AAM","asee_shstep09",9,1,915,2,6,"Early"
"1691","AAM25","AAM","asee_shstep11",11,1,761,2,3,"Early"
"1692","AAM25","AAM","asee_shstep13",13,0,1009,2,4,"Early"
"1693","AAM25","AAM","asee_shstep15",15,0,677,2,1,"Early"
"1694","AAM25","AAM","asee_shstep17",17,0,669,2,5,"Early"
"1695","AAM25","AAM","asee_shstep05",5,1,720,3,0,"Early"
"1696","AAM25","AAM","asee_shstep07",7,1,646,3,6,"Early"
"1697","AAM25","AAM","asee_shstep09",9,1,699,3,3,"Early"
"1698","AAM25","AAM","asee_shstep11",11,1,941,3,4,"Early"
"1699","AAM25","AAM","asee_shstep13",13,0,632,3,5,"Early"
"1700","AAM25","AAM","asee_shstep15",15,0,657,3,2,"Early"
"1701","AAM25","AAM","asee_shstep17",17,0,576,3,1,"Early"
"1702","AAM25","AAM","asee_shstep05",5,1,800,4,0,"Early"
"1703","AAM25","AAM","asee_shstep07",7,1,575,4,4,"Early"
"1704","AAM25","AAM","asee_shstep09",9,1,728,4,1,"Early"
"1705","AAM25","AAM","asee_shstep11",11,1,779,4,6,"Early"
"1706","AAM25","AAM","asee_shstep13",13,0,593,4,5,"Early"
"1707","AAM25","AAM","asee_shstep15",15,0,710,4,2,"Early"
"1708","AAM25","AAM","asee_shstep17",17,0,1050,4,3,"Early"
"1709","AAM25","AAM","asee_shstep05",5,1,605,5,1,"Early"
"1710","AAM25","AAM","asee_shstep07",7,1,666,5,6,"Early"
"1711","AAM25","AAM","asee_shstep09",9,1,708,5,0,"Early"
"1712","AAM25","AAM","asee_shstep11",11,0,953,5,2,"Early"
"1713","AAM25","AAM","asee_shstep13",13,0,917,5,4,"Early"
"1714","AAM25","AAM","asee_shstep15",15,0,721,5,3,"Early"
"1715","AAM25","AAM","asee_shstep17",17,0,652,5,5,"Early"
"1716","AAM25","AAM","asee_shstep05",5,1,677,6,4,"Late"
"1717","AAM25","AAM","asee_shstep07",7,1,663,6,0,"Late"
"1718","AAM25","AAM","asee_shstep09",9,1,878,6,2,"Late"
"1719","AAM25","AAM","asee_shstep11",11,0,954,6,3,"Late"
"1720","AAM25","AAM","asee_shstep13",13,0,615,6,5,"Late"
"1721","AAM25","AAM","asee_shstep15",15,0,677,6,1,"Late"
"1722","AAM25","AAM","asee_shstep17",17,0,619,6,6,"Late"
"1723","AAM25","AAM","asee_shstep05",5,1,575,7,5,"Late"
"1724","AAM25","AAM","asee_shstep07",7,1,569,7,1,"Late"
"1725","AAM25","AAM","asee_shstep09",9,1,720,7,3,"Late"
"1726","AAM25","AAM","asee_shstep11",11,0,872,7,2,"Late"
"1727","AAM25","AAM","asee_shstep13",13,0,581,7,6,"Late"
"1728","AAM25","AAM","asee_shstep15",15,0,599,7,0,"Late"
"1729","AAM25","AAM","asee_shstep17",17,0,653,7,4,"Late"
"1730","AAM25","AAM","asee_shstep05",5,1,557,8,3,"Late"
"1731","AAM25","AAM","asee_shstep07",7,1,742,8,1,"Late"
"1732","AAM25","AAM","asee_shstep09",9,1,792,8,2,"Late"
"1733","AAM25","AAM","asee_shstep11",11,1,686,8,6,"Late"
"1734","AAM25","AAM","asee_shstep13",13,0,963,8,4,"Late"
"1735","AAM25","AAM","asee_shstep15",15,0,577,8,0,"Late"
"1736","AAM25","AAM","asee_shstep17",17,0,791,8,5,"Late"
"1737","AAM25","AAM","asee_shstep05",5,1,765,9,6,"Late"
"1738","AAM25","AAM","asee_shstep07",7,1,712,9,5,"Late"
"1739","AAM25","AAM","asee_shstep09",9,1,804,9,2,"Late"
"1740","AAM25","AAM","asee_shstep11",11,1,697,9,0,"Late"
"1741","AAM25","AAM","asee_shstep13",13,0,557,9,1,"Late"
"1742","AAM25","AAM","asee_shstep15",15,0,825,9,3,"Late"
"1743","AAM25","AAM","asee_shstep17",17,1,874,9,4,"Late"
"1744","AAM25","AAM","asee_shstep05",5,1,730,10,2,"Late"
"1745","AAM25","AAM","asee_shstep07",7,1,828,10,1,"Late"
"1746","AAM25","AAM","asee_shstep09",9,1,814,10,0,"Late"
"1747","AAM25","AAM","asee_shstep11",11,1,988,10,5,"Late"
"1748","AAM25","AAM","asee_shstep13",13,0,606,10,6,"Late"
"1749","AAM25","AAM","asee_shstep15",15,0,715,10,4,"Late"
"1750","AAM25","AAM","asee_shstep17",17,0,952,10,3,"Late"
"1751","AAM26","AAM","asee_shstep05",5,1,1062,1,4,"Early"
"1752","AAM26","AAM","asee_shstep07",7,1,840,1,2,"Early"
"1753","AAM26","AAM","asee_shstep09",9,0,1689,1,1,"Early"
"1754","AAM26","AAM","asee_shstep11",11,0,662,1,0,"Early"
"1755","AAM26","AAM","asee_shstep13",13,0,1019,1,5,"Early"
"1756","AAM26","AAM","asee_shstep15",15,0,868,1,6,"Early"
"1757","AAM26","AAM","asee_shstep17",17,0,638,1,3,"Early"
"1758","AAM26","AAM","asee_shstep05",5,1,789,2,2,"Early"
"1759","AAM26","AAM","asee_shstep07",7,0,1144,2,0,"Early"
"1760","AAM26","AAM","asee_shstep09",9,0,782,2,6,"Early"
"1761","AAM26","AAM","asee_shstep11",11,0,947,2,3,"Early"
"1762","AAM26","AAM","asee_shstep13",13,0,580,2,4,"Early"
"1763","AAM26","AAM","asee_shstep15",15,0,732,2,1,"Early"
"1764","AAM26","AAM","asee_shstep17",17,0,676,2,5,"Early"
"1765","AAM26","AAM","asee_shstep05",5,1,648,3,0,"Early"
"1766","AAM26","AAM","asee_shstep07",7,1,721,3,6,"Early"
"1767","AAM26","AAM","asee_shstep09",9,1,934,3,3,"Early"
"1768","AAM26","AAM","asee_shstep11",11,0,868,3,4,"Early"
"1769","AAM26","AAM","asee_shstep13",13,0,762,3,5,"Early"
"1770","AAM26","AAM","asee_shstep15",15,0,587,3,2,"Early"
"1771","AAM26","AAM","asee_shstep17",17,0,581,3,1,"Early"
"1772","AAM26","AAM","asee_shstep05",5,1,576,4,0,"Early"
"1773","AAM26","AAM","asee_shstep07",7,1,598,4,4,"Early"
"1774","AAM26","AAM","asee_shstep09",9,1,725,4,1,"Early"
"1775","AAM26","AAM","asee_shstep11",11,1,886,4,6,"Early"
"1776","AAM26","AAM","asee_shstep13",13,0,773,4,5,"Early"
"1777","AAM26","AAM","asee_shstep15",15,0,720,4,2,"Early"
"1778","AAM26","AAM","asee_shstep17",17,0,833,4,3,"Early"
"1779","AAM26","AAM","asee_shstep05",5,1,516,5,1,"Early"
"1780","AAM26","AAM","asee_shstep07",7,1,580,5,6,"Early"
"1781","AAM26","AAM","asee_shstep09",9,1,579,5,0,"Early"
"1782","AAM26","AAM","asee_shstep11",11,0,915,5,2,"Early"
"1783","AAM26","AAM","asee_shstep13",13,0,727,5,4,"Early"
"1784","AAM26","AAM","asee_shstep15",15,0,633,5,3,"Early"
"1785","AAM26","AAM","asee_shstep17",17,0,540,5,5,"Early"
"1786","AAM26","AAM","asee_shstep05",5,1,421,6,4,"Late"
"1787","AAM26","AAM","asee_shstep07",7,1,535,6,0,"Late"
"1788","AAM26","AAM","asee_shstep09",9,1,644,6,2,"Late"
"1789","AAM26","AAM","asee_shstep11",11,0,1179,6,3,"Late"
"1790","AAM26","AAM","asee_shstep13",13,0,479,6,5,"Late"
"1791","AAM26","AAM","asee_shstep15",15,0,574,6,1,"Late"
"1792","AAM26","AAM","asee_shstep17",17,0,534,6,6,"Late"
"1793","AAM26","AAM","asee_shstep05",5,1,447,7,5,"Late"
"1794","AAM26","AAM","asee_shstep07",7,1,514,7,1,"Late"
"1795","AAM26","AAM","asee_shstep09",9,1,671,7,3,"Late"
"1796","AAM26","AAM","asee_shstep11",11,1,676,7,2,"Late"
"1797","AAM26","AAM","asee_shstep13",13,0,485,7,6,"Late"
"1798","AAM26","AAM","asee_shstep15",15,0,1036,7,0,"Late"
"1799","AAM26","AAM","asee_shstep17",17,0,413,7,4,"Late"
"1800","AAM26","AAM","asee_shstep05",5,1,406,8,3,"Late"
"1801","AAM26","AAM","asee_shstep07",7,1,428,8,1,"Late"
"1802","AAM26","AAM","asee_shstep09",9,1,551,8,2,"Late"
"1803","AAM26","AAM","asee_shstep11",11,0,590,8,6,"Late"
"1804","AAM26","AAM","asee_shstep13",13,0,606,8,4,"Late"
"1805","AAM26","AAM","asee_shstep15",15,0,515,8,0,"Late"
"1806","AAM26","AAM","asee_shstep17",17,0,503,8,5,"Late"
"1807","AAM26","AAM","asee_shstep05",5,1,605,9,6,"Late"
"1808","AAM26","AAM","asee_shstep07",7,1,582,9,5,"Late"
"1809","AAM26","AAM","asee_shstep09",9,1,626,9,2,"Late"
"1810","AAM26","AAM","asee_shstep11",11,0,921,9,0,"Late"
"1811","AAM26","AAM","asee_shstep13",13,0,766,9,1,"Late"
"1812","AAM26","AAM","asee_shstep15",15,0,766,9,3,"Late"
"1813","AAM26","AAM","asee_shstep17",17,0,582,9,4,"Late"
"1814","AAM26","AAM","asee_shstep05",5,1,687,10,2,"Late"
"1815","AAM26","AAM","asee_shstep07",7,1,483,10,1,"Late"
"1816","AAM26","AAM","asee_shstep09",9,1,531,10,0,"Late"
"1818","AAM26","AAM","asee_shstep13",13,0,985,10,6,"Late"
"1819","AAM26","AAM","asee_shstep15",15,0,528,10,4,"Late"
"1820","AAM26","AAM","asee_shstep17",17,0,613,10,3,"Late"
"1821","AAM27","AAM","asee_shstep05",5,1,981,1,4,"Early"
"1822","AAM27","AAM","asee_shstep07",7,1,1240,1,2,"Early"
"1823","AAM27","AAM","asee_shstep09",9,0,1409,1,1,"Early"
"1824","AAM27","AAM","asee_shstep11",11,0,1122,1,0,"Early"
"1825","AAM27","AAM","asee_shstep13",13,1,3217,1,5,"Early"
"1826","AAM27","AAM","asee_shstep15",15,0,704,1,6,"Early"
"1827","AAM27","AAM","asee_shstep17",17,0,648,1,3,"Early"
"1828","AAM27","AAM","asee_shstep05",5,1,688,2,2,"Early"
"1829","AAM27","AAM","asee_shstep07",7,1,947,2,0,"Early"
"1830","AAM27","AAM","asee_shstep09",9,1,1947,2,6,"Early"
"1831","AAM27","AAM","asee_shstep11",11,0,711,2,3,"Early"
"1832","AAM27","AAM","asee_shstep13",13,0,637,2,4,"Early"
"1833","AAM27","AAM","asee_shstep15",15,0,811,2,1,"Early"
"1834","AAM27","AAM","asee_shstep17",17,0,721,2,5,"Early"
"1835","AAM27","AAM","asee_shstep05",5,1,823,3,0,"Early"
"1836","AAM27","AAM","asee_shstep07",7,1,674,3,6,"Early"
"1837","AAM27","AAM","asee_shstep09",9,1,1038,3,3,"Early"
"1838","AAM27","AAM","asee_shstep11",11,0,815,3,4,"Early"
"1839","AAM27","AAM","asee_shstep13",13,0,731,3,5,"Early"
"1840","AAM27","AAM","asee_shstep15",15,0,917,3,2,"Early"
"1841","AAM27","AAM","asee_shstep17",17,0,819,3,1,"Early"
"1842","AAM27","AAM","asee_shstep05",5,1,773,4,0,"Early"
"1843","AAM27","AAM","asee_shstep07",7,1,838,4,4,"Early"
"1844","AAM27","AAM","asee_shstep09",9,1,890,4,1,"Early"
"1845","AAM27","AAM","asee_shstep11",11,0,1448,4,6,"Early"
"1846","AAM27","AAM","asee_shstep13",13,0,732,4,5,"Early"
"1847","AAM27","AAM","asee_shstep15",15,0,1013,4,2,"Early"
"1848","AAM27","AAM","asee_shstep17",17,0,726,4,3,"Early"
"1849","AAM27","AAM","asee_shstep05",5,1,672,5,1,"Early"
"1850","AAM27","AAM","asee_shstep07",7,1,798,5,6,"Early"
"1851","AAM27","AAM","asee_shstep09",9,1,1571,5,0,"Early"
"1852","AAM27","AAM","asee_shstep11",11,0,903,5,2,"Early"
"1853","AAM27","AAM","asee_shstep13",13,0,807,5,4,"Early"
"1854","AAM27","AAM","asee_shstep15",15,0,646,5,3,"Early"
"1855","AAM27","AAM","asee_shstep17",17,0,862,5,5,"Early"
"1856","AAM27","AAM","asee_shstep05",5,1,637,6,4,"Late"
"1857","AAM27","AAM","asee_shstep07",7,1,786,6,0,"Late"
"1858","AAM27","AAM","asee_shstep09",9,1,977,6,2,"Late"
"1859","AAM27","AAM","asee_shstep11",11,1,1468,6,3,"Late"
"1860","AAM27","AAM","asee_shstep13",13,0,730,6,5,"Late"
"1861","AAM27","AAM","asee_shstep15",15,0,542,6,1,"Late"
"1862","AAM27","AAM","asee_shstep17",17,0,715,6,6,"Late"
"1863","AAM27","AAM","asee_shstep05",5,1,621,7,5,"Late"
"1864","AAM27","AAM","asee_shstep07",7,1,675,7,1,"Late"
"1865","AAM27","AAM","asee_shstep09",9,1,813,7,3,"Late"
"1866","AAM27","AAM","asee_shstep11",11,1,1397,7,2,"Late"
"1867","AAM27","AAM","asee_shstep13",13,0,964,7,6,"Late"
"1868","AAM27","AAM","asee_shstep15",15,0,755,7,0,"Late"
"1869","AAM27","AAM","asee_shstep17",17,0,759,7,4,"Late"
"1870","AAM27","AAM","asee_shstep05",5,1,714,8,3,"Late"
"1871","AAM27","AAM","asee_shstep07",7,1,889,8,1,"Late"
"1872","AAM27","AAM","asee_shstep09",9,1,1067,8,2,"Late"
"1873","AAM27","AAM","asee_shstep11",11,0,1132,8,6,"Late"
"1874","AAM27","AAM","asee_shstep13",13,0,1019,8,4,"Late"
"1875","AAM27","AAM","asee_shstep15",15,0,665,8,0,"Late"
"1876","AAM27","AAM","asee_shstep17",17,0,799,8,5,"Late"
"1877","AAM27","AAM","asee_shstep05",5,1,602,9,6,"Late"
"1878","AAM27","AAM","asee_shstep07",7,1,678,9,5,"Late"
"1879","AAM27","AAM","asee_shstep09",9,1,999,9,2,"Late"
"1880","AAM27","AAM","asee_shstep11",11,1,334,9,0,"Late"
"1881","AAM27","AAM","asee_shstep13",13,0,421,9,1,"Late"
"1882","AAM27","AAM","asee_shstep15",15,0,781,9,3,"Late"
"1883","AAM27","AAM","asee_shstep17",17,0,728,9,4,"Late"
"1884","AAM27","AAM","asee_shstep05",5,1,497,10,2,"Late"
"1885","AAM27","AAM","asee_shstep07",7,1,794,10,1,"Late"
"1886","AAM27","AAM","asee_shstep09",9,1,607,10,0,"Late"
"1887","AAM27","AAM","asee_shstep11",11,0,1007,10,5,"Late"
"1888","AAM27","AAM","asee_shstep13",13,0,928,10,6,"Late"
"1889","AAM27","AAM","asee_shstep15",15,0,710,10,4,"Late"
"1890","AAM27","AAM","asee_shstep17",17,0,1168,10,3,"Late"
"1891","AAM28","AAM","asee_shstep05",5,1,1046,1,4,"Early"
"1892","AAM28","AAM","asee_shstep07",7,0,1361,1,2,"Early"
"1893","AAM28","AAM","asee_shstep09",9,0,1306,1,1,"Early"
"1894","AAM28","AAM","asee_shstep11",11,0,762,1,5,"Early"
"1895","AAM28","AAM","asee_shstep13",13,0,1270,1,3,"Early"
"1896","AAM28","AAM","asee_shstep15",15,0,828,1,6,"Early"
"1897","AAM28","AAM","asee_shstep17",17,0,798,1,0,"Early"
"1898","AAM28","AAM","asee_shstep05",5,1,945,2,0,"Early"
"1899","AAM28","AAM","asee_shstep07",7,1,976,2,1,"Early"
"1900","AAM28","AAM","asee_shstep09",9,0,575,2,4,"Early"
"1901","AAM28","AAM","asee_shstep11",11,0,635,2,3,"Early"
"1902","AAM28","AAM","asee_shstep13",13,0,673,2,6,"Early"
"1903","AAM28","AAM","asee_shstep15",15,0,699,2,2,"Early"
"1904","AAM28","AAM","asee_shstep17",17,0,597,2,5,"Early"
"1905","AAM28","AAM","asee_shstep05",5,1,720,3,0,"Early"
"1906","AAM28","AAM","asee_shstep07",7,1,924,3,6,"Early"
"1907","AAM28","AAM","asee_shstep09",9,0,891,3,5,"Early"
"1908","AAM28","AAM","asee_shstep11",11,0,1526,3,4,"Early"
"1909","AAM28","AAM","asee_shstep13",13,0,614,3,1,"Early"
"1910","AAM28","AAM","asee_shstep15",15,0,1129,3,3,"Early"
"1911","AAM28","AAM","asee_shstep17",17,0,709,3,2,"Early"
"1912","AAM28","AAM","asee_shstep05",5,1,648,4,5,"Early"
"1913","AAM28","AAM","asee_shstep07",7,1,674,4,0,"Early"
"1914","AAM28","AAM","asee_shstep09",9,0,731,4,1,"Early"
"1915","AAM28","AAM","asee_shstep11",11,0,1007,4,3,"Early"
"1916","AAM28","AAM","asee_shstep13",13,0,740,4,4,"Early"
"1917","AAM28","AAM","asee_shstep15",15,0,836,4,2,"Early"
"1918","AAM28","AAM","asee_shstep17",17,0,632,4,6,"Early"
"1919","AAM28","AAM","asee_shstep05",5,1,760,5,5,"Early"
"1920","AAM28","AAM","asee_shstep07",7,1,784,5,2,"Early"
"1921","AAM28","AAM","asee_shstep09",9,1,830,5,6,"Early"
"1922","AAM28","AAM","asee_shstep11",11,0,789,5,1,"Early"
"1923","AAM28","AAM","asee_shstep13",13,0,825,5,4,"Early"
"1924","AAM28","AAM","asee_shstep15",15,0,606,5,3,"Early"
"1925","AAM28","AAM","asee_shstep17",17,0,789,5,0,"Early"
"1926","AAM28","AAM","asee_shstep05",5,1,883,6,6,"Late"
"1927","AAM28","AAM","asee_shstep07",7,1,849,6,2,"Late"
"1928","AAM28","AAM","asee_shstep09",9,1,925,6,0,"Late"
"1929","AAM28","AAM","asee_shstep11",11,0,867,6,1,"Late"
"1930","AAM28","AAM","asee_shstep13",13,0,835,6,5,"Late"
"1931","AAM28","AAM","asee_shstep15",15,0,819,6,4,"Late"
"1932","AAM28","AAM","asee_shstep17",17,0,701,6,3,"Late"
"1933","AAM28","AAM","asee_shstep05",5,1,685,7,4,"Late"
"1934","AAM28","AAM","asee_shstep07",7,1,736,7,5,"Late"
"1935","AAM28","AAM","asee_shstep09",9,0,854,7,2,"Late"
"1936","AAM28","AAM","asee_shstep11",11,0,1300,7,0,"Late"
"1937","AAM28","AAM","asee_shstep13",13,0,756,7,1,"Late"
"1938","AAM28","AAM","asee_shstep15",15,0,943,7,6,"Late"
"1939","AAM28","AAM","asee_shstep17",17,0,980,7,3,"Late"
"1940","AAM28","AAM","asee_shstep05",5,1,677,8,4,"Late"
"1941","AAM28","AAM","asee_shstep07",7,1,670,8,2,"Late"
"1942","AAM28","AAM","asee_shstep09",9,0,1010,8,0,"Late"
"1943","AAM28","AAM","asee_shstep11",11,0,613,8,6,"Late"
"1944","AAM28","AAM","asee_shstep13",13,0,825,8,5,"Late"
"1945","AAM28","AAM","asee_shstep15",15,0,810,8,3,"Late"
"1946","AAM28","AAM","asee_shstep17",17,0,813,8,1,"Late"
"1947","AAM28","AAM","asee_shstep05",5,1,649,9,1,"Late"
"1948","AAM28","AAM","asee_shstep07",7,1,724,9,0,"Late"
"1949","AAM28","AAM","asee_shstep09",9,1,1329,9,3,"Late"
"1950","AAM28","AAM","asee_shstep11",11,0,785,9,6,"Late"
"1951","AAM28","AAM","asee_shstep13",13,0,644,9,4,"Late"
"1952","AAM28","AAM","asee_shstep15",15,0,675,9,5,"Late"
"1953","AAM28","AAM","asee_shstep17",17,0,756,9,2,"Late"
"1954","AAM28","AAM","asee_shstep05",5,1,681,10,1,"Late"
"1955","AAM28","AAM","asee_shstep07",7,1,952,10,5,"Late"
"1956","AAM28","AAM","asee_shstep09",9,0,769,10,6,"Late"
"1957","AAM28","AAM","asee_shstep11",11,0,923,10,4,"Late"
"1958","AAM28","AAM","asee_shstep13",13,0,698,10,0,"Late"
"1959","AAM28","AAM","asee_shstep15",15,0,642,10,3,"Late"
"1960","AAM28","AAM","asee_shstep17",17,0,789,10,2,"Late"
"1961","AAM29","AAM","asee_shstep05",5,1,588,1,4,"Early"
"1962","AAM29","AAM","asee_shstep07",7,0,830,1,3,"Early"
"1963","AAM29","AAM","asee_shstep09",9,1,746,1,6,"Early"
"1964","AAM29","AAM","asee_shstep11",11,0,982,1,1,"Early"
"1965","AAM29","AAM","asee_shstep13",13,0,1262,1,2,"Early"
"1966","AAM29","AAM","asee_shstep15",15,0,671,1,5,"Early"
"1967","AAM29","AAM","asee_shstep17",17,0,745,1,0,"Early"
"1968","AAM29","AAM","asee_shstep05",5,1,744,2,6,"Early"
"1969","AAM29","AAM","asee_shstep07",7,1,765,2,2,"Early"
"1970","AAM29","AAM","asee_shstep09",9,1,614,2,5,"Early"
"1971","AAM29","AAM","asee_shstep11",11,1,685,2,3,"Early"
"1972","AAM29","AAM","asee_shstep13",13,0,704,2,1,"Early"
"1973","AAM29","AAM","asee_shstep15",15,0,484,2,0,"Early"
"1974","AAM29","AAM","asee_shstep17",17,0,566,2,4,"Early"
"1975","AAM29","AAM","asee_shstep05",5,1,575,3,4,"Early"
"1976","AAM29","AAM","asee_shstep07",7,1,549,3,6,"Early"
"1977","AAM29","AAM","asee_shstep09",9,1,661,3,2,"Early"
"1978","AAM29","AAM","asee_shstep11",11,0,557,3,1,"Early"
"1979","AAM29","AAM","asee_shstep13",13,0,641,3,0,"Early"
"1980","AAM29","AAM","asee_shstep15",15,0,571,3,5,"Early"
"1981","AAM29","AAM","asee_shstep17",17,0,633,3,3,"Early"
"1982","AAM29","AAM","asee_shstep05",5,0,598,4,0,"Early"
