"","subject","condition","audio","step","sAnswer","rt","stepRepetition","trial","phase"
"8070","BBM09","BBM","asee_shstep15",15,0,706,3,1,"Early"
"8071","BBM09","BBM","asee_shstep17",17,0,673,3,0,"Early"
"8072","BBM09","BBM","asee_shstep05",5,1,535,4,6,"Early"
"8073","BBM09","BBM","asee_shstep07",7,1,695,4,3,"Early"
"8074","BBM09","BBM","asee_shstep09",9,1,626,4,1,"Early"
"8075","BBM09","BBM","asee_shstep11",11,1,830,4,5,"Early"
"8076","BBM09","BBM","asee_shstep13",13,0,714,4,2,"Early"
"8077","BBM09","BBM","asee_shstep15",15,0,623,4,4,"Early"
"8078","BBM09","BBM","asee_shstep17",17,0,769,4,0,"Early"
"8079","BBM09","BBM","asee_shstep05",5,1,700,5,1,"Early"
"8080","BBM09","BBM","asee_shstep07",7,1,603,5,5,"Early"
"8081","BBM09","BBM","asee_shstep09",9,1,711,5,2,"Early"
"8082","BBM09","BBM","asee_shstep11",11,0,857,5,0,"Early"
"8083","BBM09","BBM","asee_shstep13",13,0,662,5,4,"Early"
"8084","BBM09","BBM","asee_shstep15",15,0,772,5,3,"Early"
"8085","BBM09","BBM","asee_shstep17",17,0,672,5,6,"Early"
"8086","BBM09","BBM","asee_shstep05",5,1,707,6,5,"Late"
"8087","BBM09","BBM","asee_shstep07",7,1,646,6,4,"Late"
"8088","BBM09","BBM","asee_shstep09",9,1,709,6,3,"Late"
"8089","BBM09","BBM","asee_shstep11",11,1,650,6,2,"Late"
"8090","BBM09","BBM","asee_shstep13",13,1,887,6,6,"Late"
"8091","BBM09","BBM","asee_shstep15",15,1,842,6,0,"Late"
"8092","BBM09","BBM","asee_shstep17",17,0,643,6,1,"Late"
"8093","BBM09","BBM","asee_shstep05",5,1,641,7,2,"Late"
"8094","BBM09","BBM","asee_shstep07",7,1,675,7,0,"Late"
"8095","BBM09","BBM","asee_shstep09",9,1,672,7,6,"Late"
"8096","BBM09","BBM","asee_shstep11",11,1,699,7,1,"Late"
"8097","BBM09","BBM","asee_shstep13",13,0,672,7,4,"Late"
"8098","BBM09","BBM","asee_shstep15",15,0,562,7,3,"Late"
"8099","BBM09","BBM","asee_shstep17",17,0,632,7,5,"Late"
"8100","BBM09","BBM","asee_shstep05",5,0,619,8,5,"Late"
"8101","BBM09","BBM","asee_shstep07",7,1,596,8,1,"Late"
"8102","BBM09","BBM","asee_shstep09",9,1,705,8,4,"Late"
"8103","BBM09","BBM","asee_shstep11",11,1,685,8,3,"Late"
"8104","BBM09","BBM","asee_shstep13",13,0,496,8,0,"Late"
"8105","BBM09","BBM","asee_shstep15",15,1,594,8,2,"Late"
"8106","BBM09","BBM","asee_shstep17",17,0,622,8,6,"Late"
"8107","BBM09","BBM","asee_shstep05",5,1,976,9,6,"Late"
"8108","BBM09","BBM","asee_shstep07",7,1,572,9,5,"Late"
"8109","BBM09","BBM","asee_shstep09",9,1,560,9,3,"Late"
"8110","BBM09","BBM","asee_shstep11",11,1,1012,9,0,"Late"
"8111","BBM09","BBM","asee_shstep13",13,0,789,9,4,"Late"
"8112","BBM09","BBM","asee_shstep15",15,0,1015,9,2,"Late"
"8113","BBM09","BBM","asee_shstep17",17,0,912,9,1,"Late"
"8114","BBM09","BBM","asee_shstep05",5,1,711,10,3,"Late"
"8115","BBM09","BBM","asee_shstep07",7,1,960,10,1,"Late"
"8116","BBM09","BBM","asee_shstep09",9,1,582,10,4,"Late"
"8117","BBM09","BBM","asee_shstep11",11,1,517,10,6,"Late"
"8118","BBM09","BBM","asee_shstep13",13,1,782,10,2,"Late"
"8119","BBM09","BBM","asee_shstep15",15,0,570,10,0,"Late"
"8120","BBM09","BBM","asee_shstep17",17,0,725,10,5,"Late"
"8121","BBM10","BBM","asee_shstep05",5,1,1155,1,0,"Early"
"8122","BBM10","BBM","asee_shstep07",7,1,1081,1,4,"Early"
"8123","BBM10","BBM","asee_shstep09",9,1,978,1,1,"Early"
"8124","BBM10","BBM","asee_shstep11",11,0,1040,1,6,"Early"
"8125","BBM10","BBM","asee_shstep13",13,0,1325,1,3,"Early"
"8126","BBM10","BBM","asee_shstep15",15,0,879,1,2,"Early"
"8127","BBM10","BBM","asee_shstep17",17,0,946,1,5,"Early"
"8128","BBM10","BBM","asee_shstep05",5,1,846,2,4,"Early"
"8129","BBM10","BBM","asee_shstep07",7,1,872,2,5,"Early"
"8130","BBM10","BBM","asee_shstep09",9,0,835,2,1,"Early"
"8131","BBM10","BBM","asee_shstep11",11,0,829,2,3,"Early"
"8132","BBM10","BBM","asee_shstep13",13,0,705,2,2,"Early"
"8133","BBM10","BBM","asee_shstep15",15,0,704,2,0,"Early"
"8134","BBM10","BBM","asee_shstep17",17,0,801,2,6,"Early"
"8135","BBM10","BBM","asee_shstep05",5,1,724,3,4,"Early"
"8136","BBM10","BBM","asee_shstep07",7,1,789,3,2,"Early"
"8137","BBM10","BBM","asee_shstep09",9,0,784,3,3,"Early"
"8138","BBM10","BBM","asee_shstep11",11,0,778,3,5,"Early"
"8139","BBM10","BBM","asee_shstep13",13,0,773,3,6,"Early"
"8140","BBM10","BBM","asee_shstep15",15,0,757,3,1,"Early"
"8141","BBM10","BBM","asee_shstep17",17,0,730,3,0,"Early"
"8142","BBM10","BBM","asee_shstep05",5,1,815,4,6,"Early"
"8143","BBM10","BBM","asee_shstep07",7,1,752,4,3,"Early"
"8144","BBM10","BBM","asee_shstep09",9,1,749,4,1,"Early"
"8145","BBM10","BBM","asee_shstep11",11,1,816,4,5,"Early"
"8146","BBM10","BBM","asee_shstep13",13,0,714,4,2,"Early"
"8147","BBM10","BBM","asee_shstep15",15,0,734,4,4,"Early"
"8148","BBM10","BBM","asee_shstep17",17,0,799,4,0,"Early"
"8149","BBM10","BBM","asee_shstep05",5,1,759,5,1,"Early"
"8150","BBM10","BBM","asee_shstep07",7,1,741,5,5,"Early"
"8151","BBM10","BBM","asee_shstep09",9,1,744,5,2,"Early"
"8152","BBM10","BBM","asee_shstep11",11,0,643,5,0,"Early"
"8153","BBM10","BBM","asee_shstep13",13,0,762,5,4,"Early"
"8154","BBM10","BBM","asee_shstep15",15,0,694,5,3,"Early"
"8155","BBM10","BBM","asee_shstep17",17,0,785,5,6,"Early"
"8156","BBM10","BBM","asee_shstep05",5,1,752,6,5,"Late"
"8157","BBM10","BBM","asee_shstep07",7,1,746,6,4,"Late"
"8158","BBM10","BBM","asee_shstep09",9,1,786,6,3,"Late"
"8159","BBM10","BBM","asee_shstep11",11,1,952,6,2,"Late"
"8160","BBM10","BBM","asee_shstep13",13,0,727,6,6,"Late"
"8161","BBM10","BBM","asee_shstep15",15,0,726,6,0,"Late"
"8162","BBM10","BBM","asee_shstep17",17,0,755,6,1,"Late"
"8163","BBM10","BBM","asee_shstep05",5,1,740,7,2,"Late"
"8164","BBM10","BBM","asee_shstep07",7,1,756,7,0,"Late"
"8165","BBM10","BBM","asee_shstep09",9,1,704,7,6,"Late"
"8166","BBM10","BBM","asee_shstep11",11,0,624,7,1,"Late"
"8167","BBM10","BBM","asee_shstep13",13,0,678,7,4,"Late"
"8168","BBM10","BBM","asee_shstep15",15,0,779,7,3,"Late"
"8169","BBM10","BBM","asee_shstep17",17,0,745,7,5,"Late"
"8170","BBM10","BBM","asee_shstep05",5,1,655,8,5,"Late"
"8171","BBM10","BBM","asee_shstep07",7,1,882,8,1,"Late"
"8172","BBM10","BBM","asee_shstep09",9,1,732,8,4,"Late"
"8173","BBM10","BBM","asee_shstep11",11,0,733,8,3,"Late"
"8174","BBM10","BBM","asee_shstep13",13,0,731,8,0,"Late"
"8175","BBM10","BBM","asee_shstep15",15,0,726,8,2,"Late"
"8176","BBM10","BBM","asee_shstep17",17,0,744,8,6,"Late"
"8177","BBM10","BBM","asee_shstep05",5,1,718,9,6,"Late"
"8178","BBM10","BBM","asee_shstep07",7,1,756,9,5,"Late"
"8179","BBM10","BBM","asee_shstep09",9,1,725,9,3,"Late"
"8180","BBM10","BBM","asee_shstep11",11,1,795,9,0,"Late"
"8181","BBM10","BBM","asee_shstep13",13,0,894,9,4,"Late"
"8182","BBM10","BBM","asee_shstep15",15,0,736,9,2,"Late"
"8183","BBM10","BBM","asee_shstep17",17,0,752,9,1,"Late"
"8184","BBM10","BBM","asee_shstep05",5,1,758,10,3,"Late"
"8185","BBM10","BBM","asee_shstep07",7,1,731,10,1,"Late"
"8186","BBM10","BBM","asee_shstep09",9,1,681,10,4,"Late"
"8187","BBM10","BBM","asee_shstep11",11,1,735,10,6,"Late"
"8188","BBM10","BBM","asee_shstep13",13,1,736,10,2,"Late"
"8189","BBM10","BBM","asee_shstep15",15,0,711,10,0,"Late"
"8190","BBM10","BBM","asee_shstep17",17,0,784,10,5,"Late"
"8191","BBM11","BBM","asee_shstep05",5,1,1632,1,2,"Early"
"8192","BBM11","BBM","asee_shstep07",7,0,3072,1,0,"Early"
"8193","BBM11","BBM","asee_shstep09",9,0,4042,1,1,"Early"
"8194","BBM11","BBM","asee_shstep11",11,0,931,1,6,"Early"
"8196","BBM11","BBM","asee_shstep15",15,0,853,1,3,"Early"
"8197","BBM11","BBM","asee_shstep17",17,0,1101,1,4,"Early"
"8198","BBM11","BBM","asee_shstep05",5,1,1196,2,1,"Early"
"8200","BBM11","BBM","asee_shstep09",9,1,1918,2,0,"Early"
"8201","BBM11","BBM","asee_shstep11",11,1,1636,2,5,"Early"
"8202","BBM11","BBM","asee_shstep13",13,0,1224,2,4,"Early"
"8203","BBM11","BBM","asee_shstep15",15,0,994,2,3,"Early"
"8204","BBM11","BBM","asee_shstep17",17,0,1028,2,6,"Early"
"8205","BBM11","BBM","asee_shstep05",5,1,1383,3,6,"Early"
"8206","BBM11","BBM","asee_shstep07",7,1,1160,3,3,"Early"
"8207","BBM11","BBM","asee_shstep09",9,1,898,3,0,"Early"
"8208","BBM11","BBM","asee_shstep11",11,1,975,3,1,"Early"
"8209","BBM11","BBM","asee_shstep13",13,0,1827,3,2,"Early"
"8210","BBM11","BBM","asee_shstep15",15,0,858,3,5,"Early"
"8211","BBM11","BBM","asee_shstep17",17,0,1087,3,4,"Early"
"8212","BBM11","BBM","asee_shstep05",5,1,983,4,1,"Early"
"8213","BBM11","BBM","asee_shstep07",7,1,1209,4,0,"Early"
"8214","BBM11","BBM","asee_shstep09",9,1,1196,4,3,"Early"
"8215","BBM11","BBM","asee_shstep11",11,1,924,4,5,"Early"
"8216","BBM11","BBM","asee_shstep13",13,1,1369,4,2,"Early"
"8217","BBM11","BBM","asee_shstep15",15,0,978,4,6,"Early"
"8218","BBM11","BBM","asee_shstep17",17,0,771,4,4,"Early"
"8219","BBM11","BBM","asee_shstep05",5,1,1092,5,0,"Early"
"8220","BBM11","BBM","asee_shstep07",7,1,837,5,3,"Early"
"8221","BBM11","BBM","asee_shstep09",9,1,1031,5,5,"Early"
"8222","BBM11","BBM","asee_shstep11",11,1,1832,5,1,"Early"
"8223","BBM11","BBM","asee_shstep13",13,1,1179,5,6,"Early"
"8224","BBM11","BBM","asee_shstep15",15,0,1015,5,4,"Early"
"8225","BBM11","BBM","asee_shstep17",17,0,760,5,2,"Early"
"8226","BBM11","BBM","asee_shstep05",5,1,905,6,0,"Late"
"8227","BBM11","BBM","asee_shstep07",7,1,2446,6,2,"Late"
"8228","BBM11","BBM","asee_shstep09",9,1,1693,6,6,"Late"
"8229","BBM11","BBM","asee_shstep11",11,1,1276,6,4,"Late"
"8230","BBM11","BBM","asee_shstep13",13,1,1482,6,5,"Late"
"8231","BBM11","BBM","asee_shstep15",15,0,1676,6,3,"Late"
"8232","BBM11","BBM","asee_shstep17",17,1,1573,6,1,"Late"
"8233","BBM11","BBM","asee_shstep05",5,1,1433,7,5,"Late"
"8234","BBM11","BBM","asee_shstep07",7,1,1002,7,4,"Late"
"8235","BBM11","BBM","asee_shstep09",9,1,591,7,0,"Late"
"8236","BBM11","BBM","asee_shstep11",11,0,1325,7,1,"Late"
"8237","BBM11","BBM","asee_shstep13",13,0,856,7,6,"Late"
"8238","BBM11","BBM","asee_shstep15",15,1,2976,7,3,"Late"
"8239","BBM11","BBM","asee_shstep17",17,0,1040,7,2,"Late"
"8240","BBM11","BBM","asee_shstep05",5,1,549,8,1,"Late"
"8241","BBM11","BBM","asee_shstep07",7,1,694,8,0,"Late"
"8242","BBM11","BBM","asee_shstep09",9,1,480,8,2,"Late"
"8243","BBM11","BBM","asee_shstep11",11,1,1029,8,4,"Late"
"8244","BBM11","BBM","asee_shstep13",13,1,604,8,6,"Late"
"8245","BBM11","BBM","asee_shstep15",15,0,1228,8,5,"Late"
"8246","BBM11","BBM","asee_shstep17",17,0,621,8,3,"Late"
"8247","BBM11","BBM","asee_shstep05",5,1,629,9,4,"Late"
"8248","BBM11","BBM","asee_shstep07",7,1,839,9,1,"Late"
"8249","BBM11","BBM","asee_shstep09",9,1,919,9,0,"Late"
"8250","BBM11","BBM","asee_shstep11",11,1,2071,9,5,"Late"
"8251","BBM11","BBM","asee_shstep13",13,1,945,9,3,"Late"
"8252","BBM11","BBM","asee_shstep15",15,0,894,9,2,"Late"
"8253","BBM11","BBM","asee_shstep17",17,0,619,9,6,"Late"
"8254","BBM11","BBM","asee_shstep05",5,1,1040,10,3,"Late"
"8255","BBM11","BBM","asee_shstep07",7,1,1352,10,4,"Late"
"8256","BBM11","BBM","asee_shstep09",9,1,1481,10,6,"Late"
"8257","BBM11","BBM","asee_shstep11",11,1,931,10,2,"Late"
"8258","BBM11","BBM","asee_shstep13",13,1,677,10,1,"Late"
"8259","BBM11","BBM","asee_shstep15",15,0,1025,10,0,"Late"
"8260","BBM11","BBM","asee_shstep17",17,0,1043,10,5,"Late"
"8261","BBM12","BBM","asee_shstep05",5,1,838,1,6,"Early"
"8262","BBM12","BBM","asee_shstep07",7,1,931,1,3,"Early"
"8263","BBM12","BBM","asee_shstep09",9,0,978,1,2,"Early"
"8264","BBM12","BBM","asee_shstep11",11,0,834,1,0,"Early"
"8265","BBM12","BBM","asee_shstep13",13,0,860,1,4,"Early"
"8266","BBM12","BBM","asee_shstep15",15,0,654,1,5,"Early"
"8267","BBM12","BBM","asee_shstep17",17,0,886,1,1,"Early"
"8268","BBM12","BBM","asee_shstep05",5,1,846,2,1,"Early"
"8269","BBM12","BBM","asee_shstep07",7,1,1584,2,0,"Early"
"8270","BBM12","BBM","asee_shstep09",9,1,1088,2,4,"Early"
"8271","BBM12","BBM","asee_shstep11",11,0,1180,2,5,"Early"
"8272","BBM12","BBM","asee_shstep13",13,0,775,2,3,"Early"
"8273","BBM12","BBM","asee_shstep15",15,0,727,2,6,"Early"
"8274","BBM12","BBM","asee_shstep17",17,0,911,2,2,"Early"
"8275","BBM12","BBM","asee_shstep05",5,1,889,3,2,"Early"
"8276","BBM12","BBM","asee_shstep07",7,1,1008,3,5,"Early"
"8277","BBM12","BBM","asee_shstep09",9,0,1706,3,1,"Early"
"8278","BBM12","BBM","asee_shstep11",11,0,1129,3,4,"Early"
"8279","BBM12","BBM","asee_shstep13",13,0,1172,3,6,"Early"
"8280","BBM12","BBM","asee_shstep15",15,0,846,3,3,"Early"
"8281","BBM12","BBM","asee_shstep17",17,0,1125,3,0,"Early"
"8282","BBM12","BBM","asee_shstep05",5,1,867,4,5,"Early"
"8283","BBM12","BBM","asee_shstep07",7,1,830,4,6,"Early"
"8284","BBM12","BBM","asee_shstep09",9,1,841,4,1,"Early"
"8285","BBM12","BBM","asee_shstep11",11,0,732,4,4,"Early"
"8286","BBM12","BBM","asee_shstep13",13,1,1558,4,0,"Early"
"8287","BBM12","BBM","asee_shstep15",15,0,1075,4,2,"Early"
"8288","BBM12","BBM","asee_shstep17",17,0,767,4,3,"Early"
"8289","BBM12","BBM","asee_shstep05",5,1,1183,5,4,"Early"
"8290","BBM12","BBM","asee_shstep07",7,1,1024,5,2,"Early"
"8291","BBM12","BBM","asee_shstep09",9,0,1824,5,1,"Early"
"8292","BBM12","BBM","asee_shstep11",11,1,1911,5,3,"Early"
"8293","BBM12","BBM","asee_shstep13",13,0,674,5,0,"Early"
"8294","BBM12","BBM","asee_shstep15",15,0,892,5,5,"Early"
"8295","BBM12","BBM","asee_shstep17",17,0,892,5,6,"Early"
"8296","BBM12","BBM","asee_shstep05",5,1,935,6,4,"Late"
"8297","BBM12","BBM","asee_shstep07",7,1,1242,6,6,"Late"
"8298","BBM12","BBM","asee_shstep09",9,1,849,6,0,"Late"
"8299","BBM12","BBM","asee_shstep11",11,1,1214,6,5,"Late"
"8300","BBM12","BBM","asee_shstep13",13,0,1753,6,2,"Late"
"8301","BBM12","BBM","asee_shstep15",15,1,1435,6,3,"Late"
"8302","BBM12","BBM","asee_shstep17",17,0,1281,6,1,"Late"
"8303","BBM12","BBM","asee_shstep05",5,1,816,7,2,"Late"
"8304","BBM12","BBM","asee_shstep07",7,1,1048,7,4,"Late"
"8305","BBM12","BBM","asee_shstep09",9,1,983,7,1,"Late"
"8306","BBM12","BBM","asee_shstep11",11,1,940,7,5,"Late"
"8307","BBM12","BBM","asee_shstep13",13,0,816,7,0,"Late"
"8308","BBM12","BBM","asee_shstep15",15,0,829,7,6,"Late"
"8309","BBM12","BBM","asee_shstep17",17,0,618,7,3,"Late"
"8310","BBM12","BBM","asee_shstep05",5,1,1119,8,6,"Late"
"8311","BBM12","BBM","asee_shstep07",7,1,1111,8,4,"Late"
"8312","BBM12","BBM","asee_shstep09",9,1,1016,8,1,"Late"
"8313","BBM12","BBM","asee_shstep11",11,1,985,8,0,"Late"
"8314","BBM12","BBM","asee_shstep13",13,0,1943,8,5,"Late"
"8315","BBM12","BBM","asee_shstep15",15,0,755,8,2,"Late"
"8316","BBM12","BBM","asee_shstep17",17,0,796,8,3,"Late"
"8317","BBM12","BBM","asee_shstep05",5,1,956,9,5,"Late"
"8318","BBM12","BBM","asee_shstep07",7,1,883,9,3,"Late"
"8319","BBM12","BBM","asee_shstep09",9,1,1772,9,6,"Late"
"8320","BBM12","BBM","asee_shstep11",11,0,1386,9,4,"Late"
"8321","BBM12","BBM","asee_shstep13",13,0,1179,9,0,"Late"
"8322","BBM12","BBM","asee_shstep15",15,0,943,9,1,"Late"
"8323","BBM12","BBM","asee_shstep17",17,0,924,9,2,"Late"
"8324","BBM12","BBM","asee_shstep05",5,1,895,10,1,"Late"
"8325","BBM12","BBM","asee_shstep07",7,1,1043,10,5,"Late"
"8326","BBM12","BBM","asee_shstep09",9,1,2025,10,0,"Late"
"8327","BBM12","BBM","asee_shstep11",11,1,2259,10,6,"Late"
"8328","BBM12","BBM","asee_shstep13",13,0,960,10,4,"Late"
"8329","BBM12","BBM","asee_shstep15",15,0,939,10,2,"Late"
"8330","BBM12","BBM","asee_shstep17",17,0,847,10,3,"Late"
"8331","BBM13","BBM","asee_shstep05",5,1,1463,1,4,"Early"
"8332","BBM13","BBM","asee_shstep07",7,0,1095,1,0,"Early"
"8333","BBM13","BBM","asee_shstep09",9,0,825,1,5,"Early"
"8334","BBM13","BBM","asee_shstep11",11,0,650,1,3,"Early"
"8335","BBM13","BBM","asee_shstep13",13,1,1595,1,6,"Early"
"8336","BBM13","BBM","asee_shstep15",15,0,762,1,2,"Early"
"8337","BBM13","BBM","asee_shstep17",17,0,822,1,1,"Early"
"8338","BBM13","BBM","asee_shstep05",5,1,1224,2,2,"Early"
"8339","BBM13","BBM","asee_shstep07",7,0,942,2,1,"Early"
"8340","BBM13","BBM","asee_shstep09",9,0,927,2,4,"Early"
"8341","BBM13","BBM","asee_shstep11",11,0,991,2,6,"Early"
"8342","BBM13","BBM","asee_shstep13",13,0,1007,2,5,"Early"
"8343","BBM13","BBM","asee_shstep15",15,0,1105,2,0,"Early"
"8344","BBM13","BBM","asee_shstep17",17,0,1052,2,3,"Early"
"8345","BBM13","BBM","asee_shstep05",5,1,834,3,1,"Early"
"8346","BBM13","BBM","asee_shstep07",7,1,656,3,3,"Early"
"8347","BBM13","BBM","asee_shstep09",9,1,1003,3,0,"Early"
"8348","BBM13","BBM","asee_shstep11",11,0,796,3,4,"Early"
"8349","BBM13","BBM","asee_shstep13",13,0,747,3,6,"Early"
"8350","BBM13","BBM","asee_shstep15",15,0,821,3,2,"Early"
"8351","BBM13","BBM","asee_shstep17",17,0,897,3,5,"Early"
"8352","BBM13","BBM","asee_shstep05",5,1,1397,4,3,"Early"
"8353","BBM13","BBM","asee_shstep07",7,1,1162,4,1,"Early"
"8354","BBM13","BBM","asee_shstep09",9,0,1512,4,2,"Early"
"8355","BBM13","BBM","asee_shstep11",11,0,670,4,4,"Early"
"8356","BBM13","BBM","asee_shstep13",13,0,1001,4,0,"Early"
"8357","BBM13","BBM","asee_shstep15",15,0,723,4,6,"Early"
"8358","BBM13","BBM","asee_shstep17",17,0,767,4,5,"Early"
"8359","BBM13","BBM","asee_shstep05",5,1,805,5,0,"Early"
"8360","BBM13","BBM","asee_shstep07",7,1,1053,5,4,"Early"
"8361","BBM13","BBM","asee_shstep09",9,1,951,5,6,"Early"
"8362","BBM13","BBM","asee_shstep11",11,1,1107,5,3,"Early"
"8363","BBM13","BBM","asee_shstep13",13,0,996,5,2,"Early"
"8364","BBM13","BBM","asee_shstep15",15,0,828,5,1,"Early"
"8365","BBM13","BBM","asee_shstep17",17,0,1082,5,5,"Early"
"8366","BBM13","BBM","asee_shstep05",5,1,965,6,6,"Late"
"8367","BBM13","BBM","asee_shstep07",7,1,871,6,3,"Late"
"8368","BBM13","BBM","asee_shstep09",9,1,1014,6,0,"Late"
"8369","BBM13","BBM","asee_shstep11",11,1,1056,6,4,"Late"
"8370","BBM13","BBM","asee_shstep13",13,0,613,6,5,"Late"
"8371","BBM13","BBM","asee_shstep15",15,0,804,6,1,"Late"
"8372","BBM13","BBM","asee_shstep17",17,1,969,6,2,"Late"
"8373","BBM13","BBM","asee_shstep05",5,1,1008,7,0,"Late"
"8374","BBM13","BBM","asee_shstep07",7,1,783,7,4,"Late"
"8375","BBM13","BBM","asee_shstep09",9,1,925,7,5,"Late"
"8376","BBM13","BBM","asee_shstep11",11,1,1053,7,3,"Late"
"8377","BBM13","BBM","asee_shstep13",13,1,1064,7,2,"Late"
"8378","BBM13","BBM","asee_shstep15",15,0,886,7,6,"Late"
"8379","BBM13","BBM","asee_shstep17",17,0,876,7,1,"Late"
"8380","BBM13","BBM","asee_shstep05",5,1,757,8,5,"Late"
"8381","BBM13","BBM","asee_shstep07",7,1,732,8,1,"Late"
"8382","BBM13","BBM","asee_shstep09",9,1,910,8,2,"Late"
"8383","BBM13","BBM","asee_shstep11",11,1,986,8,4,"Late"
"8384","BBM13","BBM","asee_shstep13",13,0,715,8,6,"Late"
"8385","BBM13","BBM","asee_shstep15",15,0,782,8,0,"Late"
"8386","BBM13","BBM","asee_shstep17",17,0,1072,8,3,"Late"
"8387","BBM13","BBM","asee_shstep05",5,1,757,9,1,"Late"
"8388","BBM13","BBM","asee_shstep07",7,1,775,9,3,"Late"
"8389","BBM13","BBM","asee_shstep09",9,1,844,9,6,"Late"
"8390","BBM13","BBM","asee_shstep11",11,1,769,9,0,"Late"
"8391","BBM13","BBM","asee_shstep13",13,1,1203,9,4,"Late"
"8392","BBM13","BBM","asee_shstep15",15,0,867,9,5,"Late"
"8393","BBM13","BBM","asee_shstep17",17,0,739,9,2,"Late"
"8394","BBM13","BBM","asee_shstep05",5,1,680,10,3,"Late"
"8395","BBM13","BBM","asee_shstep07",7,1,822,10,6,"Late"
"8396","BBM13","BBM","asee_shstep09",9,1,788,10,1,"Late"
"8397","BBM13","BBM","asee_shstep11",11,1,882,10,2,"Late"
"8398","BBM13","BBM","asee_shstep13",13,0,764,10,0,"Late"
"8399","BBM13","BBM","asee_shstep15",15,1,853,10,4,"Late"
"8400","BBM13","BBM","asee_shstep17",17,0,784,10,5,"Late"
"8401","BBM14","BBM","asee_shstep05",5,1,1471,1,3,"Early"
"8402","BBM14","BBM","asee_shstep07",7,1,1820,1,2,"Early"
"8403","BBM14","BBM","asee_shstep09",9,0,2318,1,4,"Early"
"8404","BBM14","BBM","asee_shstep11",11,0,1731,1,0,"Early"
"8405","BBM14","BBM","asee_shstep13",13,0,2248,1,1,"Early"
"8406","BBM14","BBM","asee_shstep15",15,0,1627,1,5,"Early"
"8407","BBM14","BBM","asee_shstep17",17,0,2657,1,6,"Early"
"8408","BBM14","BBM","asee_shstep05",5,1,1149,2,1,"Early"
"8409","BBM14","BBM","asee_shstep07",7,1,1706,2,4,"Early"
"8410","BBM14","BBM","asee_shstep09",9,1,1468,2,6,"Early"
"8411","BBM14","BBM","asee_shstep11",11,1,1447,2,5,"Early"
"8412","BBM14","BBM","asee_shstep13",13,0,1644,2,0,"Early"
"8413","BBM14","BBM","asee_shstep15",15,0,1878,2,3,"Early"
"8414","BBM14","BBM","asee_shstep17",17,0,1812,2,2,"Early"
"8415","BBM14","BBM","asee_shstep05",5,1,1191,3,5,"Early"
"8416","BBM14","BBM","asee_shstep07",7,1,1114,3,0,"Early"
"8417","BBM14","BBM","asee_shstep09",9,1,1606,3,3,"Early"
"8418","BBM14","BBM","asee_shstep11",11,0,1902,3,6,"Early"
"8419","BBM14","BBM","asee_shstep13",13,0,1464,3,2,"Early"
"8420","BBM14","BBM","asee_shstep15",15,0,1198,3,4,"Early"
"8421","BBM14","BBM","asee_shstep17",17,0,1443,3,1,"Early"
"8422","BBM14","BBM","asee_shstep05",5,1,967,4,2,"Early"
"8423","BBM14","BBM","asee_shstep07",7,1,1461,4,4,"Early"
"8424","BBM14","BBM","asee_shstep09",9,1,1266,4,3,"Early"
"8425","BBM14","BBM","asee_shstep11",11,1,1099,4,5,"Early"
"8426","BBM14","BBM","asee_shstep13",13,1,1660,4,0,"Early"
"8427","BBM14","BBM","asee_shstep15",15,0,1454,4,6,"Early"
"8428","BBM14","BBM","asee_shstep17",17,0,1307,4,1,"Early"
"8429","BBM14","BBM","asee_shstep05",5,1,1177,5,6,"Early"
"8430","BBM14","BBM","asee_shstep07",7,1,1097,5,2,"Early"
"8431","BBM14","BBM","asee_shstep09",9,1,1209,5,3,"Early"
"8432","BBM14","BBM","asee_shstep11",11,1,1088,5,5,"Early"
"8433","BBM14","BBM","asee_shstep13",13,1,1437,5,0,"Early"
"8434","BBM14","BBM","asee_shstep15",15,0,1161,5,4,"Early"
"8435","BBM14","BBM","asee_shstep17",17,0,1254,5,1,"Early"
"8436","BBM14","BBM","asee_shstep05",5,1,1004,6,0,"Late"
"8437","BBM14","BBM","asee_shstep07",7,1,1092,6,4,"Late"
"8438","BBM14","BBM","asee_shstep09",9,1,1163,6,3,"Late"
"8439","BBM14","BBM","asee_shstep11",11,1,1640,6,1,"Late"
"8440","BBM14","BBM","asee_shstep13",13,0,1120,6,5,"Late"
"8441","BBM14","BBM","asee_shstep15",15,0,1161,6,2,"Late"
"8442","BBM14","BBM","asee_shstep17",17,0,1047,6,6,"Late"
"8443","BBM14","BBM","asee_shstep05",5,1,1086,7,3,"Late"
"8444","BBM14","BBM","asee_shstep07",7,1,1071,7,1,"Late"
"8445","BBM14","BBM","asee_shstep09",9,1,1143,7,5,"Late"
"8446","BBM14","BBM","asee_shstep11",11,0,1424,7,2,"Late"
"8447","BBM14","BBM","asee_shstep13",13,0,1275,7,0,"Late"
"8448","BBM14","BBM","asee_shstep15",15,1,1173,7,6,"Late"
"8449","BBM14","BBM","asee_shstep17",17,0,1047,7,4,"Late"
"8450","BBM14","BBM","asee_shstep05",5,1,1150,8,2,"Late"
"8451","BBM14","BBM","asee_shstep07",7,1,1143,8,6,"Late"
"8452","BBM14","BBM","asee_shstep09",9,1,1152,8,4,"Late"
"8453","BBM14","BBM","asee_shstep11",11,1,1668,8,0,"Late"
"8454","BBM14","BBM","asee_shstep13",13,1,1127,8,3,"Late"
