"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"24566","Subject247","926subject397","bbm","image",69,1,885,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24567","Subject247","926subject397","bbm","guilty",7,0,1194,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24568","Subject247","926subject397","bbm","dinosaurstep20",70,1,896,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24569","Subject247","926subject397","bbm","felony",71,1,1032,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24570","Subject247","926subject397","bbm","occupy",72,1,1083,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24571","Subject247","926subject397","bbm","become",73,0,2631,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24572","Subject247","926subject397","bbm","military",74,1,1165,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24573","Subject247","926subject397","bbm","eternal",75,0,2804,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24574","Subject247","926subject397","bbm","develop",76,0,2546,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24575","Subject247","926subject397","bbm","beauty",77,1,950,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24576","Subject247","926subject397","bbm","embassystep0",78,1,1700,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24577","Subject247","926subject397","bbm","immoral",79,0,1705,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24578","Subject247","926subject397","bbm","failure",8,0,2132,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24579","Subject247","926subject397","bbm","recover",80,1,1649,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24580","Subject247","926subject397","bbm","miraculousstep20",81,0,1676,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24581","Subject247","926subject397","bbm","global",82,1,1250,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24582","Subject247","926subject397","bbm","ignore",83,0,1293,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24583","Subject247","926subject397","bbm","opaque",84,1,1486,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24584","Subject247","926subject397","bbm","utensilstep0",85,1,953,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24585","Subject247","926subject397","bbm","yell",86,1,1644,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24586","Subject247","926subject397","bbm","appear",87,0,2892,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24587","Subject247","926subject397","bbm","hamburger",88,1,1041,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24588","Subject247","926subject397","bbm","eraserstep20",89,1,1198,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24589","Subject247","926subject397","bbm","embody",9,0,2361,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24590","Subject247","926subject397","bbm","omelet",90,1,1002,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24591","Subject247","926subject397","bbm","warrantee",91,1,1048,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24592","Subject247","926subject397","bbm","remind",92,1,1360,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24593","Subject247","926subject397","bbm","momentary",93,0,1638,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24594","Subject247","926subject397","bbm","human",94,1,1053,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24595","Subject247","926subject397","bbm","animal",95,1,904,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24596","Subject247","926subject397","bbm","tobacco",96,1,907,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24597","Subject247","926subject397","bbm","energy",97,1,1529,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24598","Subject247","926subject397","bbm","mineral",98,1,1104,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24599","Subject247","926subject397","bbm","avenue",99,1,1110,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24600","Subject247","926subject397","bbm","tutorial",0,0,1367,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost between $30 and $100)"
"24701","Subject249","927subject992","bam","momentary",1,0,4088,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24702","Subject249","927subject992","bam","typical",10,0,2897,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24703","Subject249","927subject992","bam","miraculousstep10",11,0,3152,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24704","Subject249","927subject992","bam","arkansasstep10",12,1,2410,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24705","Subject249","927subject992","bam","avenue",13,1,1568,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24706","Subject249","927subject992","bam","omelet",14,1,1642,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24707","Subject249","927subject992","bam","homogeneousstep11",15,0,1858,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24708","Subject249","927subject992","bam","coliseumstep9",16,1,2896,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24709","Subject249","927subject992","bam","regular",17,0,2880,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24710","Subject249","927subject992","bam","embassystep11",18,1,3703,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24711","Subject249","927subject992","bam","america",19,1,1688,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24712","Subject249","927subject992","bam","annoying",2,0,2888,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24713","Subject249","927subject992","bam","grapple",20,0,3650,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24714","Subject249","927subject992","bam","overcome",21,0,2943,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24715","Subject249","927subject992","bam","utensilstep10",22,1,1600,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24716","Subject249","927subject992","bam","remind",23,0,2305,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24717","Subject249","927subject992","bam","yoghurt",24,1,1873,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24718","Subject249","927subject992","bam","animal",25,1,2402,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24719","Subject249","927subject992","bam","announcementstep8",26,1,2076,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24720","Subject249","927subject992","bam","dinosaurstep8",27,1,2603,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24721","Subject249","927subject992","bam","peninsulastep11",28,1,2537,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24722","Subject249","927subject992","bam","depend",29,0,1767,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24723","Subject249","927subject992","bam","beauty",3,1,1913,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24724","Subject249","927subject992","bam","pregnancystep8",30,1,1523,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24725","Subject249","927subject992","bam","failure",31,1,1681,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24726","Subject249","927subject992","bam","tennesseestep11",32,1,1601,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24727","Subject249","927subject992","bam","harmful",33,0,2546,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24728","Subject249","927subject992","bam","unique",34,0,2530,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24729","Subject249","927subject992","bam","develop",35,0,2474,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24730","Subject249","927subject992","bam","orbital",36,0,2456,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24731","Subject249","927subject992","bam","ironic",37,0,1883,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24732","Subject249","927subject992","bam","occupy",38,0,1857,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24733","Subject249","927subject992","bam","dragon",39,1,1497,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24734","Subject249","927subject992","bam","parable",4,1,3153,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24735","Subject249","927subject992","bam","totally",40,0,1722,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24736","Subject249","927subject992","bam","image",41,1,1600,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24737","Subject249","927subject992","bam","fumble",42,0,1489,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24738","Subject249","927subject992","bam","royal",43,0,2545,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24739","Subject249","927subject992","bam","marina",44,1,2823,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24740","Subject249","927subject992","bam","engine",45,1,1896,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24741","Subject249","927subject992","bam","enroll",46,0,1411,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24742","Subject249","927subject992","bam","romantic",47,0,1895,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24743","Subject249","927subject992","bam","camera",48,1,1497,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24744","Subject249","927subject992","bam","parrot",49,1,2536,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24745","Subject249","927subject992","bam","gullible",5,0,2007,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24746","Subject249","927subject992","bam","tobacco",50,1,1458,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
"24747","Subject249","927subject992","bam","become",51,0,2833,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost $30 or less)"
