"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"16755","Subject168","914subject585","abm","saltystep20",59,0,1725,"notnoun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16756","Subject168","914subject585","abm","family",6,1,1578,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16757","Subject168","914subject585","abm","evolve",60,0,1888,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16758","Subject168","914subject585","abm","marina",61,1,1790,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16759","Subject168","914subject585","abm","avenue",62,1,1756,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16760","Subject168","914subject585","abm","failure",63,1,2927,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16761","Subject168","914subject585","abm","parrot",64,1,1741,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16762","Subject168","914subject585","abm","manually",65,0,1904,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16763","Subject168","914subject585","abm","annoying",66,0,2340,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16764","Subject168","914subject585","abm","grapple",67,0,1949,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16765","Subject168","914subject585","abm","unique",68,0,2580,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16766","Subject168","914subject585","abm","guilty",69,0,2423,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16767","Subject168","914subject585","abm","occupy",7,0,1993,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16768","Subject168","914subject585","abm","develop",70,0,2102,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16769","Subject168","914subject585","abm","relate",71,0,1670,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16770","Subject168","914subject585","abm","become",72,0,2010,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16771","Subject168","914subject585","abm","eternal",73,1,1645,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16772","Subject168","914subject585","abm","tutorial",74,1,1848,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16773","Subject168","914subject585","abm","totally",75,0,3235,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16774","Subject168","914subject585","abm","momentary",76,0,3084,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16775","Subject168","914subject585","abm","kidnap",77,0,1566,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16776","Subject168","914subject585","abm","honeymoon",78,1,1960,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16777","Subject168","914subject585","abm","gasolinestep0",79,1,1703,"noun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16778","Subject168","914subject585","abm","yoghurt",8,1,1484,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16779","Subject168","914subject585","abm","global",80,0,3601,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16780","Subject168","914subject585","abm","appear",81,0,2997,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16781","Subject168","914subject585","abm","around",82,0,2077,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16782","Subject168","914subject585","abm","parable",83,0,1665,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16783","Subject168","914subject585","abm","tobacco",84,1,1689,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16784","Subject168","914subject585","abm","orbital",85,0,2111,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16785","Subject168","914subject585","abm","wrinkle",86,0,2718,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16786","Subject168","914subject585","abm","yell",87,0,3637,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16787","Subject168","914subject585","abm","immoral",88,0,3388,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16788","Subject168","914subject585","abm","animal",89,1,1517,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16789","Subject168","914subject585","abm","solidstep0",9,1,2465,"notnoun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16790","Subject168","914subject585","abm","brain",90,1,1538,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16791","Subject168","914subject585","abm","warrantee",91,1,1784,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16792","Subject168","914subject585","abm","document",92,0,1893,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16793","Subject168","914subject585","abm","hamburger",93,1,1564,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16794","Subject168","914subject585","abm","weekly",94,0,1655,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16795","Subject168","914subject585","abm","engine",95,1,3669,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16796","Subject168","914subject585","abm","umbrella",96,1,1725,"noun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16797","Subject168","914subject585","abm","alone",97,0,2230,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16798","Subject168","914subject585","abm","basementstep20",98,1,1761,"noun","critical","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16799","Subject168","914subject585","abm","ironic",99,0,2431,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16800","Subject168","914subject585","abm","fumble",0,0,3002,"notnoun","filler","Male","yes","english","Over-the-ear headphones (cost between $30 and $100)"
"16901","Subject170","914subject699","bbm","omelet",1,1,2267,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16902","Subject170","914subject699","bbm","opaque",10,1,2260,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16903","Subject170","914subject699","bbm","beauty",11,0,2785,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16904","Subject170","914subject699","bbm","appear",12,0,2148,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16905","Subject170","914subject699","bbm","engine",13,1,1878,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16906","Subject170","914subject699","bbm","ignore",14,0,1332,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16907","Subject170","914subject699","bbm","parrot",15,1,1288,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16908","Subject170","914subject699","bbm","human",16,1,1110,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16909","Subject170","914subject699","bbm","anemia",17,0,1601,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16910","Subject170","914subject699","bbm","felony",18,1,3685,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16911","Subject170","914subject699","bbm","arthritisstep20",19,1,1669,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16912","Subject170","914subject699","bbm","coliseumstep20",2,0,2012,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16913","Subject170","914subject699","bbm","grammatical",20,0,2785,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16914","Subject170","914subject699","bbm","around",21,0,4747,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16915","Subject170","914subject699","bbm","fumble",22,0,1967,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16916","Subject170","914subject699","bbm","utensilstep0",23,1,1654,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16917","Subject170","914subject699","bbm","hidden",24,0,1363,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16919","Subject170","914subject699","bbm","avenue",26,1,3056,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16920","Subject170","914subject699","bbm","recover",27,0,4005,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16921","Subject170","914subject699","bbm","weekly",28,0,2099,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16922","Subject170","914subject699","bbm","pregnancystep20",29,1,1405,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16923","Subject170","914subject699","bbm","overcome",3,0,1615,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16924","Subject170","914subject699","bbm","parable",30,0,1549,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16926","Subject170","914subject699","bbm","yoghurt",32,1,1484,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16927","Subject170","914subject699","bbm","camera",33,1,1176,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16928","Subject170","914subject699","bbm","family",34,1,1528,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16929","Subject170","914subject699","bbm","arkansasstep20",35,1,2093,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16930","Subject170","914subject699","bbm","document",36,1,1552,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16931","Subject170","914subject699","bbm","energy",37,1,1684,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16932","Subject170","914subject699","bbm","become",38,1,1898,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16934","Subject170","914subject699","bbm","hallucinatestep20",4,0,1634,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16935","Subject170","914subject699","bbm","evolve",40,0,3752,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16936","Subject170","914subject699","bbm","guilty",41,0,3099,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16937","Subject170","914subject699","bbm","brain",42,1,2599,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16938","Subject170","914subject699","bbm","nervousstep20",43,0,1773,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16939","Subject170","914subject699","bbm","typical",44,0,2754,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16940","Subject170","914subject699","bbm","develop",45,0,1868,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16941","Subject170","914subject699","bbm","remind",46,0,4282,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16943","Subject170","914subject699","bbm","relate",48,0,2778,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16944","Subject170","914subject699","bbm","global",49,1,3069,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16945","Subject170","914subject699","bbm","ironic",5,0,1347,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16946","Subject170","914subject699","bbm","grapple",50,0,1537,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16947","Subject170","914subject699","bbm","embassystep0",51,1,2670,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16948","Subject170","914subject699","bbm","peninsulastep20",52,1,1424,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16949","Subject170","914subject699","bbm","miraculousstep20",53,0,1856,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16950","Subject170","914subject699","bbm","immoral",54,0,1616,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16951","Subject170","914subject699","bbm","regular",55,0,1408,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16952","Subject170","914subject699","bbm","depend",56,0,1594,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16953","Subject170","914subject699","bbm","failure",57,0,1210,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16954","Subject170","914subject699","bbm","malpracticestep20",58,0,2992,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16955","Subject170","914subject699","bbm","dinosaurstep20",59,0,1588,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16956","Subject170","914subject699","bbm","umbrella",6,1,1512,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16957","Subject170","914subject699","bbm","america",60,1,1215,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16958","Subject170","914subject699","bbm","orbital",61,0,1937,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16959","Subject170","914subject699","bbm","unique",62,0,1634,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16960","Subject170","914subject699","bbm","military",63,1,1354,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16961","Subject170","914subject699","bbm","yell",64,0,2545,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16962","Subject170","914subject699","bbm","freeze",65,0,3560,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16963","Subject170","914subject699","bbm","hamburger",66,1,1249,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16964","Subject170","914subject699","bbm","dragon",67,1,1011,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16965","Subject170","914subject699","bbm","momentary",68,0,3057,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16966","Subject170","914subject699","bbm","remedial",69,0,2169,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16967","Subject170","914subject699","bbm","romantic",7,0,1238,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16968","Subject170","914subject699","bbm","warrantee",70,0,1169,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16969","Subject170","914subject699","bbm","tutorial",71,1,2339,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16970","Subject170","914subject699","bbm","honeymoon",72,1,1332,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16971","Subject170","914subject699","bbm","bakery",73,1,1253,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16972","Subject170","914subject699","bbm","addressstep0",74,1,1759,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16973","Subject170","914subject699","bbm","homogeneousstep20",75,1,3572,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16974","Subject170","914subject699","bbm","garden",76,1,1343,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16975","Subject170","914subject699","bbm","embarassingstep0",77,0,1296,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16976","Subject170","914subject699","bbm","manually",78,0,1480,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16977","Subject170","914subject699","bbm","embody",79,0,1952,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16978","Subject170","914subject699","bbm","kidnap",8,0,1606,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16979","Subject170","914subject699","bbm","pineapple",80,1,1580,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16980","Subject170","914subject699","bbm","degree",81,1,1142,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16981","Subject170","914subject699","bbm","vibrant",82,0,1483,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16983","Subject170","914subject699","bbm","enroll",84,0,4790,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16984","Subject170","914subject699","bbm","tobacco",85,1,1538,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16985","Subject170","914subject699","bbm","wrinkle",86,1,1956,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16986","Subject170","914subject699","bbm","embracestep20",87,1,1582,"notnoun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16987","Subject170","914subject699","bbm","alone",88,1,1210,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16988","Subject170","914subject699","bbm","lawyer",89,1,1415,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16989","Subject170","914subject699","bbm","harmful",9,0,1421,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16990","Subject170","914subject699","bbm","royal",90,1,1236,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16991","Subject170","914subject699","bbm","occupy",91,1,1356,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16992","Subject170","914subject699","bbm","eraserstep20",92,0,2201,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16993","Subject170","914subject699","bbm","gullible",93,0,1121,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16994","Subject170","914subject699","bbm","mineral",94,0,1311,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16995","Subject170","914subject699","bbm","rehearsalstep20",95,1,1443,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16996","Subject170","914subject699","bbm","animal",96,1,1115,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16997","Subject170","914subject699","bbm","tennesseestep0",97,1,1783,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16998","Subject170","914subject699","bbm","marina",98,1,1599,"noun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"16999","Subject170","914subject699","bbm","annoying",99,1,1260,"notnoun","filler","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17000","Subject170","914subject699","bbm","announcementstep20",0,0,1770,"noun","critical","Male","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17201","Subject173","914subject842","bam","parrot",1,1,1782,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17202","Subject173","914subject842","bam","manually",10,0,2344,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17203","Subject173","914subject842","bam","tennesseestep11",11,1,2753,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17204","Subject173","914subject842","bam","document",12,1,1438,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17205","Subject173","914subject842","bam","regular",13,0,3601,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17206","Subject173","914subject842","bam","garden",14,1,1530,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17207","Subject173","914subject842","bam","alone",15,0,1866,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17208","Subject173","914subject842","bam","embarassingstep9",16,0,2215,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17209","Subject173","914subject842","bam","remedial",17,1,2783,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17210","Subject173","914subject842","bam","image",18,1,1298,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17211","Subject173","914subject842","bam","peninsulastep11",19,1,1936,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17212","Subject173","914subject842","bam","warrantee",2,1,1757,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17213","Subject173","914subject842","bam","ironic",20,0,1891,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17214","Subject173","914subject842","bam","momentary",21,0,2265,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17215","Subject173","914subject842","bam","anemia",22,1,1618,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17216","Subject173","914subject842","bam","relate",23,0,2949,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17217","Subject173","914subject842","bam","hidden",24,0,3595,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17218","Subject173","914subject842","bam","grapple",25,1,2786,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17219","Subject173","914subject842","bam","camera",26,1,1231,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17220","Subject173","914subject842","bam","kidnap",27,0,1447,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17221","Subject173","914subject842","bam","freeze",28,0,1884,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17222","Subject173","914subject842","bam","immoral",29,0,2761,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17223","Subject173","914subject842","bam","marina",3,1,3223,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17224","Subject173","914subject842","bam","orbital",30,0,2594,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17226","Subject173","914subject842","bam","gullible",32,0,2564,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17228","Subject173","914subject842","bam","arkansasstep10",34,1,1521,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17229","Subject173","914subject842","bam","bakery",35,1,1381,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17230","Subject173","914subject842","bam","become",36,0,2169,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17232","Subject173","914subject842","bam","grammatical",38,0,1408,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17233","Subject173","914subject842","bam","immune",39,0,2670,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17235","Subject173","914subject842","bam","america",40,1,1326,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17236","Subject173","914subject842","bam","yell",41,1,1258,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17237","Subject173","914subject842","bam","miraculousstep10",42,0,3442,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17238","Subject173","914subject842","bam","appear",43,0,2134,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17239","Subject173","914subject842","bam","family",44,1,1476,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17240","Subject173","914subject842","bam","annoying",45,0,1616,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17241","Subject173","914subject842","bam","recover",46,0,1851,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17242","Subject173","914subject842","bam","embody",47,0,2054,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17243","Subject173","914subject842","bam","eternal",48,0,3499,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17244","Subject173","914subject842","bam","rehearsalstep8",49,1,2564,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17245","Subject173","914subject842","bam","hamburger",5,1,1410,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17246","Subject173","914subject842","bam","vibrant",50,0,1788,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17247","Subject173","914subject842","bam","degree",51,1,1202,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17248","Subject173","914subject842","bam","mineral",52,1,1444,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17249","Subject173","914subject842","bam","coliseumstep9",53,1,1560,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17250","Subject173","914subject842","bam","yoghurt",54,1,1382,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17251","Subject173","914subject842","bam","develop",55,0,1590,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17252","Subject173","914subject842","bam","eraserstep8",56,1,1484,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17253","Subject173","914subject842","bam","typical",57,0,1623,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17254","Subject173","914subject842","bam","malpracticestep10",58,1,2323,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17255","Subject173","914subject842","bam","opaque",59,0,2360,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17256","Subject173","914subject842","bam","animal",6,1,1540,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17258","Subject173","914subject842","bam","pregnancystep8",61,1,1595,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17259","Subject173","914subject842","bam","fumble",62,0,1950,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17260","Subject173","914subject842","bam","addressstep12",63,1,1443,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17261","Subject173","914subject842","bam","avenue",64,1,2130,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17262","Subject173","914subject842","bam","parable",65,1,2217,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17263","Subject173","914subject842","bam","engine",66,1,1472,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17264","Subject173","914subject842","bam","announcementstep8",67,1,2080,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17265","Subject173","914subject842","bam","utensilstep10",68,1,1523,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17266","Subject173","914subject842","bam","homogeneousstep11",69,0,3186,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17267","Subject173","914subject842","bam","failure",7,0,4455,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17268","Subject173","914subject842","bam","occupy",70,0,2082,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17269","Subject173","914subject842","bam","harmful",71,0,1650,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17270","Subject173","914subject842","bam","romantic",72,0,1352,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"17271","Subject173","914subject842","bam","energy",73,1,1578,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
