,subject,id,condition,word,step,trial,pass,phase,SAnswer,rt,sex,hearing,lang,equip
23272,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,9,2,Early,0,872,Male,yes,english,Over-the-ear headphones (cost more than $100)
23273,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,17,3,Early,1,1665,Male,yes,english,Over-the-ear headphones (cost more than $100)
23274,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,22,4,Early,1,1031,Male,yes,english,Over-the-ear headphones (cost more than $100)
23275,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,30,5,Early,1,1510,Male,yes,english,Over-the-ear headphones (cost more than $100)
23276,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,33,6,Late,1,1287,Male,yes,english,Over-the-ear headphones (cost more than $100)
23277,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,35,7,Late,1,1162,Male,yes,english,Over-the-ear headphones (cost more than $100)
23278,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,52,8,Late,1,957,Male,yes,english,Over-the-ear headphones (cost more than $100)
23279,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,60,9,Late,1,789,Male,yes,english,Over-the-ear headphones (cost more than $100)
23280,SubjectBase044,109subject300baseline,baseline,asee_shstep11.wav,11,61,10,Late,1,671,Male,yes,english,Over-the-ear headphones (cost more than $100)
23281,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,7,1,Early,0,1547,Male,yes,english,Over-the-ear headphones (cost more than $100)
23282,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,10,2,Early,1,808,Male,yes,english,Over-the-ear headphones (cost more than $100)
23283,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,20,3,Early,0,817,Male,yes,english,Over-the-ear headphones (cost more than $100)
23284,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,45,4,Early,0,753,Male,yes,english,Over-the-ear headphones (cost more than $100)
23285,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,48,5,Early,1,1086,Male,yes,english,Over-the-ear headphones (cost more than $100)
23286,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,49,6,Late,1,929,Male,yes,english,Over-the-ear headphones (cost more than $100)
23287,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,56,7,Late,0,660,Male,yes,english,Over-the-ear headphones (cost more than $100)
23288,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,59,8,Late,1,776,Male,yes,english,Over-the-ear headphones (cost more than $100)
23289,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,66,9,Late,0,857,Male,yes,english,Over-the-ear headphones (cost more than $100)
23290,SubjectBase044,109subject300baseline,baseline,asee_shstep13.wav,13,68,10,Late,0,828,Male,yes,english,Over-the-ear headphones (cost more than $100)
23291,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,1,1,Early,0,1818,Male,yes,english,Over-the-ear headphones (cost more than $100)
23292,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,5,2,Early,0,1101,Male,yes,english,Over-the-ear headphones (cost more than $100)
23293,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,6,3,Early,0,893,Male,yes,english,Over-the-ear headphones (cost more than $100)
23294,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,18,4,Early,0,794,Male,yes,english,Over-the-ear headphones (cost more than $100)
23295,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,19,5,Early,0,1033,Male,yes,english,Over-the-ear headphones (cost more than $100)
23296,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,29,6,Late,0,1025,Male,yes,english,Over-the-ear headphones (cost more than $100)
23297,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,44,7,Late,0,1148,Male,yes,english,Over-the-ear headphones (cost more than $100)
23298,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,64,8,Late,1,681,Male,yes,english,Over-the-ear headphones (cost more than $100)
23299,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,65,9,Late,1,698,Male,yes,english,Over-the-ear headphones (cost more than $100)
23300,SubjectBase044,109subject300baseline,baseline,asee_shstep15.wav,15,67,10,Late,0,844,Male,yes,english,Over-the-ear headphones (cost more than $100)
23301,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,14,1,Early,0,1016,Male,yes,english,Over-the-ear headphones (cost more than $100)
23302,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,16,2,Early,0,802,Male,yes,english,Over-the-ear headphones (cost more than $100)
23303,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,24,3,Early,0,755,Male,yes,english,Over-the-ear headphones (cost more than $100)
23304,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,32,4,Early,0,1233,Male,yes,english,Over-the-ear headphones (cost more than $100)
23305,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,34,5,Early,0,2220,Male,yes,english,Over-the-ear headphones (cost more than $100)
23306,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,40,6,Late,0,785,Male,yes,english,Over-the-ear headphones (cost more than $100)
23307,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,41,7,Late,0,783,Male,yes,english,Over-the-ear headphones (cost more than $100)
23308,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,47,8,Late,0,1010,Male,yes,english,Over-the-ear headphones (cost more than $100)
23309,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,62,9,Late,1,760,Male,yes,english,Over-the-ear headphones (cost more than $100)
23310,SubjectBase044,109subject300baseline,baseline,asee_shstep17.wav,17,63,10,Late,1,775,Male,yes,english,Over-the-ear headphones (cost more than $100)
23311,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,2,1,Early,1,2489,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23312,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,11,2,Early,1,1198,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23313,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,16,3,Early,1,989,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23314,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,38,4,Early,1,1059,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23315,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,41,5,Early,1,981,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23316,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,45,6,Late,1,972,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23317,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,51,7,Late,1,965,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23318,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,55,8,Late,1,912,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23319,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,62,9,Late,1,969,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23320,SubjectBase045,113subject925baseline,baseline,asee_shstep5.wav,5,66,10,Late,0,953,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23321,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,19,1,Early,1,1851,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23322,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,20,2,Early,1,1171,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23323,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,37,3,Early,1,1053,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23324,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,42,4,Early,1,882,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23325,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,43,5,Early,1,947,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23326,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,47,6,Late,1,1340,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23327,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,48,7,Late,1,1041,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23328,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,65,8,Late,1,961,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23329,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,67,9,Late,1,1009,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23330,SubjectBase045,113subject925baseline,baseline,asee_shstep7.wav,7,69,10,Late,1,952,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23332,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,1,2,Early,0,1857,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23333,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,21,3,Early,1,995,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23334,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,23,4,Early,0,1149,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23335,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,24,5,Early,0,1063,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23336,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,28,6,Late,1,1220,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23337,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,29,7,Late,0,1774,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23338,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,33,8,Late,1,1023,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23339,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,39,9,Late,1,874,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23340,SubjectBase045,113subject925baseline,baseline,asee_shstep9.wav,9,44,10,Late,1,966,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23341,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,3,1,Early,0,1340,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23342,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,4,2,Early,0,1323,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23343,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,9,3,Early,0,948,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23344,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,14,4,Early,0,804,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23345,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,31,5,Early,0,1350,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23346,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,34,6,Late,0,1209,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23347,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,49,7,Late,0,1127,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23348,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,56,8,Late,0,1001,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23349,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,63,9,Late,0,1060,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23350,SubjectBase045,113subject925baseline,baseline,asee_shstep11.wav,11,64,10,Late,0,911,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23351,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,18,1,Early,0,1131,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23352,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,22,2,Early,0,3294,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23353,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,25,3,Early,0,1009,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23354,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,26,4,Early,0,880,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23355,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,35,5,Early,0,977,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23356,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,40,6,Late,1,1100,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23357,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,50,7,Late,0,1290,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23358,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,59,8,Late,0,1044,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23359,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,60,9,Late,0,954,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23360,SubjectBase045,113subject925baseline,baseline,asee_shstep13.wav,13,61,10,Late,0,978,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23361,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,6,1,Early,0,1014,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23362,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,7,2,Early,0,910,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23363,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,8,3,Early,0,916,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23364,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,12,4,Early,0,964,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23365,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,15,5,Early,0,868,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23366,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,30,6,Late,0,1757,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23367,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,36,7,Late,0,867,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23368,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,46,8,Late,0,1586,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23369,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,52,9,Late,0,928,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23370,SubjectBase045,113subject925baseline,baseline,asee_shstep15.wav,15,53,10,Late,0,987,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23371,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,5,1,Early,0,1131,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23372,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,10,2,Early,0,1036,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23373,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,13,3,Early,0,960,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23374,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,17,4,Early,0,905,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23375,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,27,5,Early,0,816,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23376,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,32,6,Late,0,924,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23377,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,54,7,Late,0,900,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23378,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,57,8,Late,0,1368,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23379,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,58,9,Late,0,963,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23380,SubjectBase045,113subject925baseline,baseline,asee_shstep17.wav,17,68,10,Late,0,947,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
23591,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,2,1,Early,1,4565,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23592,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,6,2,Early,1,1288,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23593,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,8,3,Early,1,1499,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23594,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,16,4,Early,1,1227,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23595,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,17,5,Early,1,1176,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23596,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,21,6,Late,1,1120,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23597,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,26,7,Late,1,1117,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23598,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,29,8,Late,1,1099,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23599,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,37,9,Late,1,1040,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23600,SubjectBase049,829subject799baseline,baseline,asee_shstep5.wav,5,48,10,Late,1,1102,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23601,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,7,1,Early,1,1324,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23602,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,10,2,Early,1,1314,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23603,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,28,3,Early,1,1812,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23604,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,31,4,Early,1,1384,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23605,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,32,5,Early,1,1156,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23606,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,41,6,Late,1,1181,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23607,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,50,7,Late,1,1256,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23608,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,55,8,Late,1,1395,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23609,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,62,9,Late,1,1892,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23610,SubjectBase049,829subject799baseline,baseline,asee_shstep7.wav,7,65,10,Late,1,1682,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23611,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,3,1,Early,0,1572,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23612,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,5,2,Early,1,1615,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23613,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,13,3,Early,1,1514,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23614,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,15,4,Early,1,2841,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23615,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,19,5,Early,1,1895,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23616,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,25,6,Late,1,2025,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23617,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,27,7,Late,1,1329,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23618,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,34,8,Late,1,1232,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23619,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,35,9,Late,1,1035,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23620,SubjectBase049,829subject799baseline,baseline,asee_shstep9.wav,9,46,10,Late,1,1405,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23621,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,1,1,Early,0,1547,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23622,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,11,2,Early,0,1379,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23623,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,38,3,Early,0,1324,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23624,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,40,4,Early,0,1176,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23625,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,49,5,Early,1,1548,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23626,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,52,6,Late,0,1615,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23627,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,57,7,Late,0,1470,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23628,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,58,8,Late,0,1531,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23629,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,61,9,Late,1,1647,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23630,SubjectBase049,829subject799baseline,baseline,asee_shstep11.wav,11,69,10,Late,1,1761,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23631,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,0,1,Early,0,2690,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23632,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,20,2,Early,0,1127,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23633,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,23,3,Early,0,1133,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23634,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,24,4,Early,0,1038,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23635,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,36,5,Early,0,964,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23636,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,39,6,Late,0,1188,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23637,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,42,7,Late,0,2120,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23638,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,47,8,Late,0,1227,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23639,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,56,9,Late,0,1305,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23640,SubjectBase049,829subject799baseline,baseline,asee_shstep13.wav,13,67,10,Late,0,2715,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23641,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,4,1,Early,0,1295,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23642,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,12,2,Early,0,1569,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23643,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,18,3,Early,0,1230,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23644,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,33,4,Early,0,1089,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23645,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,43,5,Early,0,1646,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23646,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,45,6,Late,0,1189,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23647,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,53,7,Late,0,1161,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23648,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,60,8,Late,0,1629,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23649,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,66,9,Late,0,1388,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23650,SubjectBase049,829subject799baseline,baseline,asee_shstep15.wav,15,68,10,Late,0,1691,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23651,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,9,1,Early,0,1309,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23652,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,14,2,Early,0,1183,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23653,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,22,3,Early,0,1060,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23654,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,30,4,Early,0,1062,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23655,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,44,5,Early,0,1193,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23656,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,51,6,Late,0,1371,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23657,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,54,7,Late,0,1104,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23658,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,59,8,Late,0,1254,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23659,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,63,9,Late,0,2715,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
23660,SubjectBase049,829subject799baseline,baseline,asee_shstep17.wav,17,64,10,Late,0,1444,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
24362,SubjectBase060,910subject138baseline,baseline,asee_shstep5.wav,5,9,2,Early,1,2489,Male,yes,english,Over-the-ear headphones (cost more than $100)
24363,SubjectBase060,910subject138baseline,baseline,asee_shstep5.wav,5,20,3,Early,1,481,Male,yes,english,Over-the-ear headphones (cost more than $100)
24364,SubjectBase060,910subject138baseline,baseline,asee_shstep5.wav,5,21,4,Early,1,589,Male,yes,english,Over-the-ear headphones (cost more than $100)
24365,SubjectBase060,910subject138baseline,baseline,asee_shstep5.wav,5,26,5,Early,1,631,Male,yes,english,Over-the-ear headphones (cost more than $100)
