subject,condition,audio,step,sAnswer,rt,stepRepetition,trial
BBM17,BBM,asee_shstep11,11,0,873,6,0
BBM17,BBM,asee_shstep13,13,0,1163,6,5
BBM17,BBM,asee_shstep15,15,0,745,6,2
BBM17,BBM,asee_shstep17,17,0,927,6,6
BBM17,BBM,asee_shstep05,5,1,939,7,6
BBM17,BBM,asee_shstep07,7,1,711,7,3
BBM17,BBM,asee_shstep09,9,1,876,7,2
BBM17,BBM,asee_shstep11,11,1,1135,7,0
BBM17,BBM,asee_shstep13,13,0,850,7,1
BBM17,BBM,asee_shstep15,15,0,730,7,5
BBM17,BBM,asee_shstep17,17,0,613,7,4
BBM17,BBM,asee_shstep05,5,1,627,8,1
BBM17,BBM,asee_shstep07,7,1,778,8,2
BBM17,BBM,asee_shstep09,9,1,811,8,0
BBM17,BBM,asee_shstep11,11,1,860,8,4
BBM17,BBM,asee_shstep13,13,0,714,8,6
BBM17,BBM,asee_shstep15,15,0,608,8,3
BBM17,BBM,asee_shstep17,17,0,701,8,5
BBM17,BBM,asee_shstep05,5,1,588,9,0
BBM17,BBM,asee_shstep07,7,1,677,9,3
BBM17,BBM,asee_shstep09,9,1,1719,9,5
BBM17,BBM,asee_shstep11,11,1,942,9,2
BBM17,BBM,asee_shstep13,13,0,585,9,4
BBM17,BBM,asee_shstep15,15,0,624,9,1
BBM17,BBM,asee_shstep17,17,0,841,9,6
BBM17,BBM,asee_shstep05,5,1,723,10,0
BBM17,BBM,asee_shstep07,7,1,868,10,5
BBM17,BBM,asee_shstep09,9,1,971,10,3
BBM17,BBM,asee_shstep11,11,1,1074,10,6
BBM17,BBM,asee_shstep13,13,0,605,10,2
BBM17,BBM,asee_shstep15,15,0,958,10,4
BBM17,BBM,asee_shstep17,17,0,783,10,1
BBM18,BBM,asee_shstep05,5,0,1610,1,4
BBM18,BBM,asee_shstep07,7,0,1315,1,0
BBM18,BBM,asee_shstep09,9,0,1160,1,5
BBM18,BBM,asee_shstep11,11,0,1100,1,1
BBM18,BBM,asee_shstep13,13,0,2308,1,3
BBM18,BBM,asee_shstep15,15,0,1231,1,6
BBM18,BBM,asee_shstep17,17,0,1119,1,2
BBM18,BBM,asee_shstep05,5,0,1125,2,0
BBM18,BBM,asee_shstep07,7,0,377,2,5
BBM18,BBM,asee_shstep09,9,1,739,2,3
BBM18,BBM,asee_shstep11,11,0,1157,2,6
BBM18,BBM,asee_shstep13,13,0,634,2,4
BBM18,BBM,asee_shstep15,15,0,765,2,1
BBM18,BBM,asee_shstep17,17,0,793,2,2
BBM18,BBM,asee_shstep05,5,0,788,3,2
BBM18,BBM,asee_shstep07,7,0,662,3,3
BBM18,BBM,asee_shstep09,9,1,696,3,6
BBM18,BBM,asee_shstep11,11,1,700,3,4
BBM18,BBM,asee_shstep13,13,0,985,3,0
BBM18,BBM,asee_shstep15,15,0,696,3,5
BBM18,BBM,asee_shstep17,17,0,1082,3,1
BBM18,BBM,asee_shstep05,5,0,808,4,6
BBM18,BBM,asee_shstep07,7,0,998,4,0
BBM18,BBM,asee_shstep09,9,0,678,4,2
BBM18,BBM,asee_shstep11,11,0,727,4,5
BBM18,BBM,asee_shstep13,13,0,697,4,3
BBM18,BBM,asee_shstep15,15,0,631,4,4
BBM18,BBM,asee_shstep17,17,0,594,4,1
BBM18,BBM,asee_shstep05,5,1,686,5,5
BBM18,BBM,asee_shstep07,7,0,612,5,1
BBM18,BBM,asee_shstep09,9,1,637,5,4
BBM18,BBM,asee_shstep11,11,1,898,5,0
BBM18,BBM,asee_shstep13,13,1,845,5,3
BBM18,BBM,asee_shstep15,15,0,594,5,2
BBM18,BBM,asee_shstep17,17,0,1141,5,6
BBM18,BBM,asee_shstep05,5,0,661,6,6
BBM18,BBM,asee_shstep07,7,0,804,6,3
BBM18,BBM,asee_shstep09,9,0,998,6,4
BBM18,BBM,asee_shstep11,11,0,578,6,2
BBM18,BBM,asee_shstep13,13,1,909,6,0
BBM18,BBM,asee_shstep15,15,0,726,6,1
BBM18,BBM,asee_shstep17,17,1,769,6,5
BBM18,BBM,asee_shstep05,5,0,785,7,1
BBM18,BBM,asee_shstep07,7,0,963,7,3
BBM18,BBM,asee_shstep09,9,0,581,7,2
BBM18,BBM,asee_shstep11,11,0,928,7,0
BBM18,BBM,asee_shstep13,13,0,728,7,6
BBM18,BBM,asee_shstep15,15,0,577,7,5
BBM18,BBM,asee_shstep17,17,0,676,7,4
BBM18,BBM,asee_shstep05,5,1,1288,8,1
BBM18,BBM,asee_shstep07,7,0,1156,8,6
BBM18,BBM,asee_shstep09,9,1,845,8,2
BBM18,BBM,asee_shstep11,11,1,998,8,3
BBM18,BBM,asee_shstep13,13,0,596,8,5
BBM18,BBM,asee_shstep15,15,1,980,8,0
BBM18,BBM,asee_shstep17,17,0,915,8,4
BBM18,BBM,asee_shstep05,5,0,763,9,6
BBM18,BBM,asee_shstep07,7,1,882,9,0
BBM18,BBM,asee_shstep09,9,1,1052,9,5
BBM18,BBM,asee_shstep11,11,0,1222,9,1
BBM18,BBM,asee_shstep13,13,0,719,9,3
BBM18,BBM,asee_shstep15,15,1,783,9,2
BBM18,BBM,asee_shstep17,17,0,1343,9,4
BBM18,BBM,asee_shstep05,5,0,895,10,0
BBM18,BBM,asee_shstep07,7,0,702,10,3
BBM18,BBM,asee_shstep09,9,0,674,10,2
BBM18,BBM,asee_shstep11,11,1,693,10,1
BBM18,BBM,asee_shstep13,13,1,651,10,5
BBM18,BBM,asee_shstep15,15,1,618,10,4
BBM18,BBM,asee_shstep17,17,0,662,10,6
BBM19,BBM,asee_shstep05,5,1,1607,1,4
BBM19,BBM,asee_shstep07,7,1,795,1,0
BBM19,BBM,asee_shstep09,9,1,986,1,5
BBM19,BBM,asee_shstep11,11,0,597,1,1
BBM19,BBM,asee_shstep13,13,1,1925,1,3
BBM19,BBM,asee_shstep15,15,0,907,1,6
BBM19,BBM,asee_shstep17,17,0,788,1,2
BBM19,BBM,asee_shstep05,5,1,904,2,0
BBM19,BBM,asee_shstep07,7,1,824,2,5
BBM19,BBM,asee_shstep09,9,1,708,2,3
BBM19,BBM,asee_shstep11,11,0,598,2,6
BBM19,BBM,asee_shstep13,13,0,645,2,4
BBM19,BBM,asee_shstep15,15,0,753,2,1
BBM19,BBM,asee_shstep17,17,0,441,2,2
BBM19,BBM,asee_shstep05,5,1,679,3,2
BBM19,BBM,asee_shstep07,7,1,506,3,3
BBM19,BBM,asee_shstep09,9,1,701,3,6
BBM19,BBM,asee_shstep11,11,1,782,3,4
BBM19,BBM,asee_shstep13,13,0,436,3,0
BBM19,BBM,asee_shstep15,15,0,1072,3,5
BBM19,BBM,asee_shstep17,17,0,606,3,1
BBM19,BBM,asee_shstep05,5,1,717,4,6
BBM19,BBM,asee_shstep07,7,1,618,4,0
BBM19,BBM,asee_shstep09,9,1,920,4,2
BBM19,BBM,asee_shstep11,11,1,971,4,5
BBM19,BBM,asee_shstep13,13,1,940,4,3
BBM19,BBM,asee_shstep15,15,0,760,4,4
BBM19,BBM,asee_shstep17,17,0,735,4,1
BBM19,BBM,asee_shstep05,5,1,670,5,5
BBM19,BBM,asee_shstep07,7,1,801,5,1
BBM19,BBM,asee_shstep09,9,1,716,5,4
BBM19,BBM,asee_shstep11,11,1,618,5,0
BBM19,BBM,asee_shstep13,13,1,710,5,3
BBM19,BBM,asee_shstep15,15,0,633,5,2
BBM19,BBM,asee_shstep17,17,0,715,5,6
BBM19,BBM,asee_shstep05,5,1,712,6,6
BBM19,BBM,asee_shstep07,7,1,744,6,3
BBM19,BBM,asee_shstep09,9,1,600,6,4
BBM19,BBM,asee_shstep11,11,1,1302,6,2
BBM19,BBM,asee_shstep13,13,0,960,6,0
BBM19,BBM,asee_shstep15,15,0,958,6,1
BBM19,BBM,asee_shstep17,17,0,701,6,5
BBM19,BBM,asee_shstep05,5,1,599,7,1
BBM19,BBM,asee_shstep07,7,1,598,7,3
BBM19,BBM,asee_shstep09,9,1,602,7,2
BBM19,BBM,asee_shstep11,11,1,688,7,0
BBM19,BBM,asee_shstep13,13,1,819,7,6
BBM19,BBM,asee_shstep15,15,1,629,7,5
BBM19,BBM,asee_shstep17,17,0,773,7,4
BBM19,BBM,asee_shstep05,5,1,823,8,1
BBM19,BBM,asee_shstep07,7,1,660,8,6
BBM19,BBM,asee_shstep09,9,1,841,8,2
BBM19,BBM,asee_shstep11,11,1,711,8,3
BBM19,BBM,asee_shstep13,13,1,819,8,5
BBM19,BBM,asee_shstep15,15,1,840,8,0
BBM19,BBM,asee_shstep17,17,0,730,8,4
BBM19,BBM,asee_shstep05,5,1,599,9,6
BBM19,BBM,asee_shstep07,7,1,619,9,0
BBM19,BBM,asee_shstep09,9,1,565,9,5
BBM19,BBM,asee_shstep11,11,1,748,9,1
BBM19,BBM,asee_shstep13,13,1,821,9,3
BBM19,BBM,asee_shstep15,15,1,821,9,2
BBM19,BBM,asee_shstep17,17,0,810,9,4
BBM19,BBM,asee_shstep05,5,1,718,10,0
BBM19,BBM,asee_shstep07,7,1,572,10,3
BBM19,BBM,asee_shstep09,9,1,594,10,2
BBM19,BBM,asee_shstep11,11,1,888,10,1
BBM19,BBM,asee_shstep13,13,0,666,10,5
BBM19,BBM,asee_shstep15,15,0,658,10,4
BBM19,BBM,asee_shstep17,17,0,590,10,6
BBM20,BBM,asee_shstep05,5,1,1421,1,4
BBM20,BBM,asee_shstep07,7,0,745,1,0
BBM20,BBM,asee_shstep09,9,0,798,1,5
BBM20,BBM,asee_shstep11,11,0,674,1,1
BBM20,BBM,asee_shstep13,13,0,940,1,3
BBM20,BBM,asee_shstep15,15,0,792,1,6
BBM20,BBM,asee_shstep17,17,0,582,1,2
BBM20,BBM,asee_shstep05,5,0,800,2,0
BBM20,BBM,asee_shstep07,7,0,690,2,5
BBM20,BBM,asee_shstep09,9,1,744,2,3
BBM20,BBM,asee_shstep11,11,0,563,2,6
BBM20,BBM,asee_shstep13,13,0,711,2,4
BBM20,BBM,asee_shstep15,15,0,705,2,1
BBM20,BBM,asee_shstep17,17,0,664,2,2
BBM20,BBM,asee_shstep05,5,0,574,3,2
BBM20,BBM,asee_shstep07,7,1,864,3,3
BBM20,BBM,asee_shstep09,9,1,789,3,6
BBM20,BBM,asee_shstep11,11,0,683,3,4
BBM20,BBM,asee_shstep13,13,0,733,3,0
BBM20,BBM,asee_shstep15,15,0,611,3,5
BBM20,BBM,asee_shstep17,17,0,565,3,1
BBM20,BBM,asee_shstep05,5,1,715,4,6
BBM20,BBM,asee_shstep07,7,0,822,4,0
BBM20,BBM,asee_shstep09,9,1,596,4,2
BBM20,BBM,asee_shstep11,11,0,747,4,5
BBM20,BBM,asee_shstep13,13,0,668,4,3
BBM20,BBM,asee_shstep15,15,0,782,4,4
BBM20,BBM,asee_shstep17,17,NA,786,4,1
BBM20,BBM,asee_shstep05,5,1,791,5,5
BBM20,BBM,asee_shstep07,7,1,660,5,1
BBM20,BBM,asee_shstep09,9,0,548,5,4
BBM20,BBM,asee_shstep11,11,0,723,5,0
BBM20,BBM,asee_shstep13,13,0,752,5,3
BBM20,BBM,asee_shstep15,15,0,799,5,2
BBM20,BBM,asee_shstep17,17,0,601,5,6
BBM20,BBM,asee_shstep05,5,1,697,6,6
BBM20,BBM,asee_shstep07,7,1,781,6,3
BBM20,BBM,asee_shstep09,9,0,677,6,4
BBM20,BBM,asee_shstep11,11,0,757,6,2
BBM20,BBM,asee_shstep13,13,0,782,6,0
BBM20,BBM,asee_shstep15,15,0,641,6,1
BBM20,BBM,asee_shstep17,17,0,678,6,5
BBM20,BBM,asee_shstep05,5,1,641,7,1
BBM20,BBM,asee_shstep07,7,1,795,7,3
BBM20,BBM,asee_shstep09,9,0,590,7,2
BBM20,BBM,asee_shstep11,11,0,638,7,0
BBM20,BBM,asee_shstep13,13,0,600,7,6
BBM20,BBM,asee_shstep15,15,0,684,7,5
BBM20,BBM,asee_shstep17,17,0,608,7,4
BBM20,BBM,asee_shstep05,5,1,619,8,1
BBM20,BBM,asee_shstep07,7,1,683,8,6
BBM20,BBM,asee_shstep09,9,0,659,8,2
BBM20,BBM,asee_shstep11,11,0,623,8,3
BBM20,BBM,asee_shstep13,13,0,613,8,5
BBM20,BBM,asee_shstep15,15,0,501,8,0
BBM20,BBM,asee_shstep17,17,0,606,8,4
BBM20,BBM,asee_shstep05,5,1,781,9,6
BBM20,BBM,asee_shstep07,7,1,747,9,0
BBM20,BBM,asee_shstep09,9,0,841,9,5
BBM20,BBM,asee_shstep11,11,0,606,9,1
BBM20,BBM,asee_shstep13,13,0,726,9,3
BBM20,BBM,asee_shstep15,15,0,588,9,2
BBM20,BBM,asee_shstep17,17,0,695,9,4
BBM20,BBM,asee_shstep05,5,0,651,10,0
BBM20,BBM,asee_shstep07,7,0,732,10,3
BBM20,BBM,asee_shstep09,9,0,716,10,2
BBM20,BBM,asee_shstep11,11,0,618,10,1
BBM20,BBM,asee_shstep13,13,0,677,10,5
BBM20,BBM,asee_shstep15,15,0,751,10,4
BBM20,BBM,asee_shstep17,17,0,613,10,6
BBM21,BBM,asee_shstep05,5,1,1406,1,4
BBM21,BBM,asee_shstep07,7,1,1549,1,0
BBM21,BBM,asee_shstep09,9,1,1506,1,6
BBM21,BBM,asee_shstep11,11,1,1153,1,2
BBM21,BBM,asee_shstep13,13,0,1727,1,5
BBM21,BBM,asee_shstep15,15,0,1947,1,1
BBM21,BBM,asee_shstep17,17,0,1470,1,3
BBM21,BBM,asee_shstep05,5,1,736,2,5
BBM21,BBM,asee_shstep07,7,1,852,2,4
BBM21,BBM,asee_shstep09,9,1,893,2,2
BBM21,BBM,asee_shstep11,11,0,1884,2,0
BBM21,BBM,asee_shstep13,13,0,1391,2,1
BBM21,BBM,asee_shstep15,15,0,994,2,3
BBM21,BBM,asee_shstep17,17,0,855,2,6
BBM21,BBM,asee_shstep05,5,1,629,3,6
BBM21,BBM,asee_shstep07,7,1,815,3,1
BBM21,BBM,asee_shstep09,9,1,701,3,3
BBM21,BBM,asee_shstep11,11,1,1007,3,5
BBM21,BBM,asee_shstep13,13,0,885,3,0
BBM21,BBM,asee_shstep15,15,0,801,3,4
BBM21,BBM,asee_shstep17,17,0,801,3,2
BBM21,BBM,asee_shstep05,5,1,642,4,6
BBM21,BBM,asee_shstep07,7,1,606,4,1
BBM21,BBM,asee_shstep09,9,1,670,4,5
BBM21,BBM,asee_shstep11,11,0,952,4,4
BBM21,BBM,asee_shstep13,13,0,886,4,3
BBM21,BBM,asee_shstep15,15,0,776,4,0
BBM21,BBM,asee_shstep17,17,0,667,4,2
BBM21,BBM,asee_shstep05,5,1,681,5,2
BBM21,BBM,asee_shstep07,7,1,667,5,5
BBM21,BBM,asee_shstep09,9,1,659,5,3
BBM21,BBM,asee_shstep11,11,0,1419,5,0
BBM21,BBM,asee_shstep13,13,0,1093,5,4
BBM21,BBM,asee_shstep15,15,0,903,5,1
BBM21,BBM,asee_shstep17,17,0,747,5,6
BBM21,BBM,asee_shstep05,5,1,643,6,4
BBM21,BBM,asee_shstep07,7,1,675,6,3
BBM21,BBM,asee_shstep09,9,1,657,6,5
BBM21,BBM,asee_shstep11,11,0,974,6,2
BBM21,BBM,asee_shstep13,13,0,709,6,1
BBM21,BBM,asee_shstep15,15,0,721,6,0
BBM21,BBM,asee_shstep17,17,0,680,6,6
BBM21,BBM,asee_shstep05,5,1,614,7,3
BBM21,BBM,asee_shstep07,7,1,614,7,0
BBM21,BBM,asee_shstep09,9,1,824,7,2
BBM21,BBM,asee_shstep11,11,0,773,7,5
BBM21,BBM,asee_shstep13,13,0,846,7,6
BBM21,BBM,asee_shstep15,15,0,934,7,1
BBM21,BBM,asee_shstep17,17,0,743,7,4
BBM21,BBM,asee_shstep05,5,1,603,8,3
BBM21,BBM,asee_shstep07,7,1,647,8,4
BBM21,BBM,asee_shstep09,9,1,597,8,2
BBM21,BBM,asee_shstep11,11,0,754,8,6
BBM21,BBM,asee_shstep13,13,0,722,8,5
BBM21,BBM,asee_shstep15,15,0,723,8,0
BBM21,BBM,asee_shstep17,17,0,692,8,1
BBM21,BBM,asee_shstep05,5,1,691,9,2
BBM21,BBM,asee_shstep07,7,1,698,9,3
BBM21,BBM,asee_shstep09,9,1,726,9,0
BBM21,BBM,asee_shstep11,11,0,1404,9,6
BBM21,BBM,asee_shstep13,13,0,571,9,1
BBM21,BBM,asee_shstep15,15,0,709,9,4
BBM21,BBM,asee_shstep17,17,0,714,9,5
BBM21,BBM,asee_shstep05,5,1,615,10,2
BBM21,BBM,asee_shstep07,7,1,620,10,6
BBM21,BBM,asee_shstep09,9,1,727,10,1
BBM21,BBM,asee_shstep11,11,0,954,10,5
BBM21,BBM,asee_shstep13,13,0,664,10,4
BBM21,BBM,asee_shstep15,15,0,677,10,0
BBM21,BBM,asee_shstep17,17,0,684,10,3
BBM22,BBM,asee_shstep05,5,1,1027,1,3
BBM22,BBM,asee_shstep07,7,1,1080,1,4
BBM22,BBM,asee_shstep09,9,0,895,1,0
BBM22,BBM,asee_shstep11,11,0,1083,1,1
BBM22,BBM,asee_shstep13,13,0,1229,1,5
BBM22,BBM,asee_shstep15,15,0,907,1,6
BBM22,BBM,asee_shstep17,17,0,935,1,2
BBM22,BBM,asee_shstep05,5,1,839,2,5
BBM22,BBM,asee_shstep07,7,0,1096,2,6
BBM22,BBM,asee_shstep09,9,1,1330,2,1
BBM22,BBM,asee_shstep11,11,1,1335,2,0
BBM22,BBM,asee_shstep13,13,0,1003,2,4
BBM22,BBM,asee_shstep15,15,0,752,2,2
BBM22,BBM,asee_shstep17,17,0,809,2,3
BBM22,BBM,asee_shstep05,5,1,876,3,4
BBM22,BBM,asee_shstep07,7,1,854,3,3
BBM22,BBM,asee_shstep09,9,1,964,3,1
BBM22,BBM,asee_shstep11,11,1,884,3,5
BBM22,BBM,asee_shstep13,13,0,1056,3,0
BBM22,BBM,asee_shstep15,15,0,818,3,2
BBM22,BBM,asee_shstep17,17,0,681,3,6
BBM22,BBM,asee_shstep05,5,1,708,4,4
BBM22,BBM,asee_shstep07,7,1,767,4,3
BBM22,BBM,asee_shstep09,9,0,1102,4,0
BBM22,BBM,asee_shstep11,11,0,895,4,5
BBM22,BBM,asee_shstep13,13,0,754,4,2
BBM22,BBM,asee_shstep15,15,0,942,4,6
BBM22,BBM,asee_shstep17,17,0,972,4,1
BBM22,BBM,asee_shstep05,5,1,680,5,3
BBM22,BBM,asee_shstep07,7,1,716,5,5
BBM22,BBM,asee_shstep09,9,1,799,5,2
BBM22,BBM,asee_shstep11,11,1,1125,5,0
BBM22,BBM,asee_shstep13,13,0,635,5,1
BBM22,BBM,asee_shstep15,15,0,774,5,4
BBM22,BBM,asee_shstep17,17,0,810,5,6
BBM22,BBM,asee_shstep05,5,1,626,6,4
BBM22,BBM,asee_shstep07,7,1,781,6,0
BBM22,BBM,asee_shstep09,9,1,861,6,5
BBM22,BBM,asee_shstep11,11,0,929,6,3
BBM22,BBM,asee_shstep13,13,0,688,6,2
BBM22,BBM,asee_shstep15,15,0,647,6,1
BBM22,BBM,asee_shstep17,17,0,675,6,6
BBM22,BBM,asee_shstep05,5,1,590,7,5
BBM22,BBM,asee_shstep07,7,1,859,7,4
BBM22,BBM,asee_shstep09,9,1,843,7,1
BBM22,BBM,asee_shstep11,11,1,1139,7,0
BBM22,BBM,asee_shstep13,13,0,782,7,6
BBM22,BBM,asee_shstep15,15,0,990,7,3
BBM22,BBM,asee_shstep17,17,0,660,7,2
BBM22,BBM,asee_shstep05,5,1,642,8,2
BBM22,BBM,asee_shstep07,7,1,660,8,0
BBM22,BBM,asee_shstep09,9,1,861,8,1
BBM22,BBM,asee_shstep11,11,1,835,8,3
BBM22,BBM,asee_shstep13,13,0,639,8,6
BBM22,BBM,asee_shstep15,15,0,664,8,5
BBM22,BBM,asee_shstep17,17,0,854,8,4
BBM22,BBM,asee_shstep05,5,1,608,9,0
BBM22,BBM,asee_shstep07,7,1,829,9,2
BBM22,BBM,asee_shstep09,9,1,827,9,4
BBM22,BBM,asee_shstep11,11,0,1220,9,5
BBM22,BBM,asee_shstep13,13,1,1076,9,3
BBM22,BBM,asee_shstep15,15,0,590,9,1
BBM22,BBM,asee_shstep17,17,0,738,9,6
BBM22,BBM,asee_shstep05,5,1,884,10,6
BBM22,BBM,asee_shstep07,7,1,711,10,2
BBM22,BBM,asee_shstep09,9,1,837,10,5
BBM22,BBM,asee_shstep11,11,1,813,10,1
BBM22,BBM,asee_shstep13,13,0,811,10,0
BBM22,BBM,asee_shstep15,15,0,752,10,3
BBM22,BBM,asee_shstep17,17,0,774,10,4
BBM23,BBM,asee_shstep05,5,1,1196,1,5
BBM23,BBM,asee_shstep07,7,0,1460,1,0
BBM23,BBM,asee_shstep09,9,0,806,1,6
BBM23,BBM,asee_shstep11,11,0,935,1,2
BBM23,BBM,asee_shstep13,13,0,1090,1,3
BBM23,BBM,asee_shstep15,15,0,1250,1,1
BBM23,BBM,asee_shstep17,17,0,787,1,4
BBM23,BBM,asee_shstep05,5,1,815,2,6
BBM23,BBM,asee_shstep07,7,1,1081,2,3
BBM23,BBM,asee_shstep09,9,0,607,2,5
BBM23,BBM,asee_shstep11,11,0,1129,2,2
BBM23,BBM,asee_shstep13,13,0,679,2,1
BBM23,BBM,asee_shstep15,15,0,1022,2,0
BBM23,BBM,asee_shstep17,17,0,1064,2,4
BBM23,BBM,asee_shstep05,5,1,698,3,5
BBM23,BBM,asee_shstep07,7,1,778,3,4
BBM23,BBM,asee_shstep09,9,0,674,3,3
BBM23,BBM,asee_shstep11,11,0,772,3,0
BBM23,BBM,asee_shstep13,13,0,649,3,2
BBM23,BBM,asee_shstep15,15,0,719,3,6
BBM23,BBM,asee_shstep17,17,0,968,3,1
BBM23,BBM,asee_shstep05,5,1,639,4,4
BBM23,BBM,asee_shstep07,7,1,778,4,0
BBM23,BBM,asee_shstep09,9,1,851,4,1
BBM23,BBM,asee_shstep11,11,0,890,4,5
BBM23,BBM,asee_shstep13,13,0,606,4,2
BBM23,BBM,asee_shstep15,15,0,691,4,3
BBM23,BBM,asee_shstep17,17,0,790,4,6
BBM23,BBM,asee_shstep05,5,1,702,5,5
BBM23,BBM,asee_shstep07,7,1,666,5,6
BBM23,BBM,asee_shstep09,9,1,796,5,2
BBM23,BBM,asee_shstep11,11,0,697,5,4
BBM23,BBM,asee_shstep13,13,0,650,5,3
BBM23,BBM,asee_shstep15,15,0,802,5,0
BBM23,BBM,asee_shstep17,17,0,597,5,1
BBM23,BBM,asee_shstep05,5,1,817,6,2
BBM23,BBM,asee_shstep07,7,1,664,6,3
BBM23,BBM,asee_shstep09,9,1,774,6,0
BBM23,BBM,asee_shstep11,11,0,827,6,5
BBM23,BBM,asee_shstep13,13,0,565,6,6
BBM23,BBM,asee_shstep15,15,0,670,6,4
BBM23,BBM,asee_shstep17,17,1,686,6,1
BBM23,BBM,asee_shstep05,5,1,580,7,3
BBM23,BBM,asee_shstep07,7,1,689,7,6
BBM23,BBM,asee_shstep09,9,0,571,7,5
BBM23,BBM,asee_shstep11,11,1,832,7,1
BBM23,BBM,asee_shstep13,13,0,621,7,4
BBM23,BBM,asee_shstep15,15,0,578,7,0
BBM23,BBM,asee_shstep17,17,0,672,7,2
BBM23,BBM,asee_shstep05,5,1,681,8,0
BBM23,BBM,asee_shstep07,7,1,757,8,2
BBM23,BBM,asee_shstep09,9,1,862,8,1
BBM23,BBM,asee_shstep11,11,0,663,8,3
BBM23,BBM,asee_shstep13,13,0,568,8,6
BBM23,BBM,asee_shstep15,15,0,556,8,5
BBM23,BBM,asee_shstep17,17,0,611,8,4
BBM23,BBM,asee_shstep05,5,1,609,9,6
BBM23,BBM,asee_shstep07,7,1,629,9,1
BBM23,BBM,asee_shstep09,9,1,752,9,0
BBM23,BBM,asee_shstep11,11,0,936,9,5
BBM23,BBM,asee_shstep13,13,0,606,9,3
BBM23,BBM,asee_shstep15,15,0,626,9,4
BBM23,BBM,asee_shstep17,17,0,867,9,2
BBM23,BBM,asee_shstep05,5,1,611,10,1
BBM23,BBM,asee_shstep07,7,1,680,10,2
BBM23,BBM,asee_shstep09,9,1,690,10,4
BBM23,BBM,asee_shstep11,11,1,762,10,0
BBM23,BBM,asee_shstep13,13,0,604,10,5
BBM23,BBM,asee_shstep15,15,0,573,10,3
BBM23,BBM,asee_shstep17,17,0,543,10,6
BBM24,BBM,asee_shstep05,5,NA,0,1,2
BBM24,BBM,asee_shstep07,7,1,1183,1,1
BBM24,BBM,asee_shstep09,9,0,2812,1,3
BBM24,BBM,asee_shstep11,11,NA,0,1,5
BBM24,BBM,asee_shstep13,13,0,2027,1,0
BBM24,BBM,asee_shstep15,15,NA,0,1,6
BBM24,BBM,asee_shstep17,17,1,1966,1,4
BBM24,BBM,asee_shstep05,5,1,806,2,6
BBM24,BBM,asee_shstep07,7,1,1328,2,1
BBM24,BBM,asee_shstep09,9,0,3875,2,4
BBM24,BBM,asee_shstep11,11,0,992,2,0
BBM24,BBM,asee_shstep13,13,1,1467,2,2
BBM24,BBM,asee_shstep15,15,0,1029,2,3
BBM24,BBM,asee_shstep17,17,0,1841,2,5
BBM24,BBM,asee_shstep05,5,1,752,3,4
BBM24,BBM,asee_shstep07,7,1,976,3,2
BBM24,BBM,asee_shstep09,9,0,875,3,3
BBM24,BBM,asee_shstep11,11,0,790,3,6
BBM24,BBM,asee_shstep13,13,0,1039,3,1
BBM24,BBM,asee_shstep15,15,0,946,3,5
BBM24,BBM,asee_shstep17,17,0,698,3,0
BBM24,BBM,asee_shstep05,5,1,684,4,0
BBM24,BBM,asee_shstep07,7,1,700,4,6
BBM24,BBM,asee_shstep09,9,0,651,4,5
BBM24,BBM,asee_shstep11,11,0,915,4,1
BBM24,BBM,asee_shstep13,13,0,685,4,3
BBM24,BBM,asee_shstep15,15,1,1751,4,2
BBM24,BBM,asee_shstep17,17,0,733,4,4
BBM24,BBM,asee_shstep05,5,1,555,5,1
BBM24,BBM,asee_shstep07,7,1,832,5,3
BBM24,BBM,asee_shstep09,9,1,742,5,5
BBM24,BBM,asee_shstep11,11,0,1025,5,2
BBM24,BBM,asee_shstep13,13,0,515,5,6
BBM24,BBM,asee_shstep15,15,0,776,5,4
BBM24,BBM,asee_shstep17,17,0,578,5,0
BBM24,BBM,asee_shstep05,5,1,896,6,0
BBM24,BBM,asee_shstep07,7,1,698,6,1
BBM24,BBM,asee_shstep09,9,1,793,6,6
BBM24,BBM,asee_shstep11,11,0,839,6,4
BBM24,BBM,asee_shstep13,13,0,689,6,2
BBM24,BBM,asee_shstep15,15,1,614,6,3
BBM24,BBM,asee_shstep17,17,0,625,6,5
BBM24,BBM,asee_shstep05,5,1,883,7,1
BBM24,BBM,asee_shstep07,7,1,697,7,2
BBM24,BBM,asee_shstep09,9,1,785,7,6
BBM24,BBM,asee_shstep11,11,0,1425,7,5
BBM24,BBM,asee_shstep13,13,0,952,7,4
BBM24,BBM,asee_shstep15,15,0,660,7,3
BBM24,BBM,asee_shstep17,17,0,1163,7,0
BBM24,BBM,asee_shstep05,5,1,1635,8,5
BBM24,BBM,asee_shstep07,7,1,790,8,2
BBM24,BBM,asee_shstep09,9,1,1101,8,0
BBM24,BBM,asee_shstep11,11,0,3625,8,1
BBM24,BBM,asee_shstep13,13,0,950,8,6
BBM24,BBM,asee_shstep15,15,0,716,8,3
BBM24,BBM,asee_shstep17,17,0,676,8,4
BBM24,BBM,asee_shstep05,5,1,1981,9,4
BBM24,BBM,asee_shstep07,7,1,755,9,0
BBM24,BBM,asee_shstep09,9,1,925,9,6
BBM24,BBM,asee_shstep11,11,0,1613,9,5
BBM24,BBM,asee_shstep13,13,0,1133,9,3
BBM24,BBM,asee_shstep15,15,0,900,9,2
