subject,condition,word,step,sAnswer,rt,trial,pass,phase
BBM20,bbm,asee_shstep13,13,0,600,6,7,Late
BBM20,bbm,asee_shstep15,15,0,684,5,7,Late
BBM20,bbm,asee_shstep17,17,0,608,4,7,Late
BBM20,bbm,asee_shstep05,5,1,619,1,8,Late
BBM20,bbm,asee_shstep07,7,1,683,6,8,Late
BBM20,bbm,asee_shstep09,9,0,659,2,8,Late
BBM20,bbm,asee_shstep11,11,0,623,3,8,Late
BBM20,bbm,asee_shstep13,13,0,613,5,8,Late
BBM20,bbm,asee_shstep15,15,0,501,0,8,Late
BBM20,bbm,asee_shstep17,17,0,606,4,8,Late
BBM20,bbm,asee_shstep05,5,1,781,6,9,Late
BBM20,bbm,asee_shstep07,7,1,747,0,9,Late
BBM20,bbm,asee_shstep09,9,0,841,5,9,Late
BBM20,bbm,asee_shstep11,11,0,606,1,9,Late
BBM20,bbm,asee_shstep13,13,0,726,3,9,Late
BBM20,bbm,asee_shstep15,15,0,588,2,9,Late
BBM20,bbm,asee_shstep17,17,0,695,4,9,Late
BBM20,bbm,asee_shstep05,5,0,651,0,10,Late
BBM20,bbm,asee_shstep07,7,0,732,3,10,Late
BBM20,bbm,asee_shstep09,9,0,716,2,10,Late
BBM20,bbm,asee_shstep11,11,0,618,1,10,Late
BBM20,bbm,asee_shstep13,13,0,677,5,10,Late
BBM20,bbm,asee_shstep15,15,0,751,4,10,Late
BBM20,bbm,asee_shstep17,17,0,613,6,10,Late
BBM21,bbm,asee_shstep05,5,1,1406,4,1,Early
BBM21,bbm,asee_shstep07,7,1,1549,0,1,Early
BBM21,bbm,asee_shstep09,9,1,1506,6,1,Early
BBM21,bbm,asee_shstep11,11,1,1153,2,1,Early
BBM21,bbm,asee_shstep13,13,0,1727,5,1,Early
BBM21,bbm,asee_shstep15,15,0,1947,1,1,Early
BBM21,bbm,asee_shstep17,17,0,1470,3,1,Early
BBM21,bbm,asee_shstep05,5,1,736,5,2,Early
BBM21,bbm,asee_shstep07,7,1,852,4,2,Early
BBM21,bbm,asee_shstep09,9,1,893,2,2,Early
BBM21,bbm,asee_shstep11,11,0,1884,0,2,Early
BBM21,bbm,asee_shstep13,13,0,1391,1,2,Early
BBM21,bbm,asee_shstep15,15,0,994,3,2,Early
BBM21,bbm,asee_shstep17,17,0,855,6,2,Early
BBM21,bbm,asee_shstep05,5,1,629,6,3,Early
BBM21,bbm,asee_shstep07,7,1,815,1,3,Early
BBM21,bbm,asee_shstep09,9,1,701,3,3,Early
BBM21,bbm,asee_shstep11,11,1,1007,5,3,Early
BBM21,bbm,asee_shstep13,13,0,885,0,3,Early
BBM21,bbm,asee_shstep15,15,0,801,4,3,Early
BBM21,bbm,asee_shstep17,17,0,801,2,3,Early
BBM21,bbm,asee_shstep05,5,1,642,6,4,Early
BBM21,bbm,asee_shstep07,7,1,606,1,4,Early
BBM21,bbm,asee_shstep09,9,1,670,5,4,Early
BBM21,bbm,asee_shstep11,11,0,952,4,4,Early
BBM21,bbm,asee_shstep13,13,0,886,3,4,Early
BBM21,bbm,asee_shstep15,15,0,776,0,4,Early
BBM21,bbm,asee_shstep17,17,0,667,2,4,Early
BBM21,bbm,asee_shstep05,5,1,681,2,5,Early
BBM21,bbm,asee_shstep07,7,1,667,5,5,Early
BBM21,bbm,asee_shstep09,9,1,659,3,5,Early
BBM21,bbm,asee_shstep11,11,0,1419,0,5,Early
BBM21,bbm,asee_shstep13,13,0,1093,4,5,Early
BBM21,bbm,asee_shstep15,15,0,903,1,5,Early
BBM21,bbm,asee_shstep17,17,0,747,6,5,Early
BBM21,bbm,asee_shstep05,5,1,643,4,6,Late
BBM21,bbm,asee_shstep07,7,1,675,3,6,Late
BBM21,bbm,asee_shstep09,9,1,657,5,6,Late
BBM21,bbm,asee_shstep11,11,0,974,2,6,Late
BBM21,bbm,asee_shstep13,13,0,709,1,6,Late
BBM21,bbm,asee_shstep15,15,0,721,0,6,Late
BBM21,bbm,asee_shstep17,17,0,680,6,6,Late
BBM21,bbm,asee_shstep05,5,1,614,3,7,Late
BBM21,bbm,asee_shstep07,7,1,614,0,7,Late
BBM21,bbm,asee_shstep09,9,1,824,2,7,Late
BBM21,bbm,asee_shstep11,11,0,773,5,7,Late
BBM21,bbm,asee_shstep13,13,0,846,6,7,Late
BBM21,bbm,asee_shstep15,15,0,934,1,7,Late
BBM21,bbm,asee_shstep17,17,0,743,4,7,Late
BBM21,bbm,asee_shstep05,5,1,603,3,8,Late
BBM21,bbm,asee_shstep07,7,1,647,4,8,Late
BBM21,bbm,asee_shstep09,9,1,597,2,8,Late
BBM21,bbm,asee_shstep11,11,0,754,6,8,Late
BBM21,bbm,asee_shstep13,13,0,722,5,8,Late
BBM21,bbm,asee_shstep15,15,0,723,0,8,Late
BBM21,bbm,asee_shstep17,17,0,692,1,8,Late
BBM21,bbm,asee_shstep05,5,1,691,2,9,Late
BBM21,bbm,asee_shstep07,7,1,698,3,9,Late
BBM21,bbm,asee_shstep09,9,1,726,0,9,Late
BBM21,bbm,asee_shstep11,11,0,1404,6,9,Late
BBM21,bbm,asee_shstep13,13,0,571,1,9,Late
BBM21,bbm,asee_shstep15,15,0,709,4,9,Late
BBM21,bbm,asee_shstep17,17,0,714,5,9,Late
BBM21,bbm,asee_shstep05,5,1,615,2,10,Late
BBM21,bbm,asee_shstep07,7,1,620,6,10,Late
BBM21,bbm,asee_shstep09,9,1,727,1,10,Late
BBM21,bbm,asee_shstep11,11,0,954,5,10,Late
BBM21,bbm,asee_shstep13,13,0,664,4,10,Late
BBM21,bbm,asee_shstep15,15,0,677,0,10,Late
BBM21,bbm,asee_shstep17,17,0,684,3,10,Late
BBM22,bbm,asee_shstep05,5,1,1027,3,1,Early
BBM22,bbm,asee_shstep07,7,1,1080,4,1,Early
BBM22,bbm,asee_shstep09,9,0,895,0,1,Early
BBM22,bbm,asee_shstep11,11,0,1083,1,1,Early
BBM22,bbm,asee_shstep13,13,0,1229,5,1,Early
BBM22,bbm,asee_shstep15,15,0,907,6,1,Early
BBM22,bbm,asee_shstep17,17,0,935,2,1,Early
BBM22,bbm,asee_shstep05,5,1,839,5,2,Early
BBM22,bbm,asee_shstep07,7,0,1096,6,2,Early
BBM22,bbm,asee_shstep09,9,1,1330,1,2,Early
BBM22,bbm,asee_shstep11,11,1,1335,0,2,Early
BBM22,bbm,asee_shstep13,13,0,1003,4,2,Early
BBM22,bbm,asee_shstep15,15,0,752,2,2,Early
BBM22,bbm,asee_shstep17,17,0,809,3,2,Early
BBM22,bbm,asee_shstep05,5,1,876,4,3,Early
BBM22,bbm,asee_shstep07,7,1,854,3,3,Early
BBM22,bbm,asee_shstep09,9,1,964,1,3,Early
BBM22,bbm,asee_shstep11,11,1,884,5,3,Early
BBM22,bbm,asee_shstep13,13,0,1056,0,3,Early
BBM22,bbm,asee_shstep15,15,0,818,2,3,Early
BBM22,bbm,asee_shstep17,17,0,681,6,3,Early
BBM22,bbm,asee_shstep05,5,1,708,4,4,Early
BBM22,bbm,asee_shstep07,7,1,767,3,4,Early
BBM22,bbm,asee_shstep09,9,0,1102,0,4,Early
BBM22,bbm,asee_shstep11,11,0,895,5,4,Early
BBM22,bbm,asee_shstep13,13,0,754,2,4,Early
BBM22,bbm,asee_shstep15,15,0,942,6,4,Early
BBM22,bbm,asee_shstep17,17,0,972,1,4,Early
BBM22,bbm,asee_shstep05,5,1,680,3,5,Early
BBM22,bbm,asee_shstep07,7,1,716,5,5,Early
BBM22,bbm,asee_shstep09,9,1,799,2,5,Early
BBM22,bbm,asee_shstep11,11,1,1125,0,5,Early
BBM22,bbm,asee_shstep13,13,0,635,1,5,Early
BBM22,bbm,asee_shstep15,15,0,774,4,5,Early
BBM22,bbm,asee_shstep17,17,0,810,6,5,Early
BBM22,bbm,asee_shstep05,5,1,626,4,6,Late
BBM22,bbm,asee_shstep07,7,1,781,0,6,Late
BBM22,bbm,asee_shstep09,9,1,861,5,6,Late
BBM22,bbm,asee_shstep11,11,0,929,3,6,Late
BBM22,bbm,asee_shstep13,13,0,688,2,6,Late
BBM22,bbm,asee_shstep15,15,0,647,1,6,Late
BBM22,bbm,asee_shstep17,17,0,675,6,6,Late
BBM22,bbm,asee_shstep05,5,1,590,5,7,Late
BBM22,bbm,asee_shstep07,7,1,859,4,7,Late
BBM22,bbm,asee_shstep09,9,1,843,1,7,Late
BBM22,bbm,asee_shstep11,11,1,1139,0,7,Late
BBM22,bbm,asee_shstep13,13,0,782,6,7,Late
BBM22,bbm,asee_shstep15,15,0,990,3,7,Late
BBM22,bbm,asee_shstep17,17,0,660,2,7,Late
BBM22,bbm,asee_shstep05,5,1,642,2,8,Late
BBM22,bbm,asee_shstep07,7,1,660,0,8,Late
BBM22,bbm,asee_shstep09,9,1,861,1,8,Late
BBM22,bbm,asee_shstep11,11,1,835,3,8,Late
BBM22,bbm,asee_shstep13,13,0,639,6,8,Late
BBM22,bbm,asee_shstep15,15,0,664,5,8,Late
BBM22,bbm,asee_shstep17,17,0,854,4,8,Late
BBM22,bbm,asee_shstep05,5,1,608,0,9,Late
BBM22,bbm,asee_shstep07,7,1,829,2,9,Late
BBM22,bbm,asee_shstep09,9,1,827,4,9,Late
BBM22,bbm,asee_shstep11,11,0,1220,5,9,Late
BBM22,bbm,asee_shstep13,13,1,1076,3,9,Late
BBM22,bbm,asee_shstep15,15,0,590,1,9,Late
BBM22,bbm,asee_shstep17,17,0,738,6,9,Late
BBM22,bbm,asee_shstep05,5,1,884,6,10,Late
BBM22,bbm,asee_shstep07,7,1,711,2,10,Late
BBM22,bbm,asee_shstep09,9,1,837,5,10,Late
BBM22,bbm,asee_shstep11,11,1,813,1,10,Late
BBM22,bbm,asee_shstep13,13,0,811,0,10,Late
BBM22,bbm,asee_shstep15,15,0,752,3,10,Late
BBM22,bbm,asee_shstep17,17,0,774,4,10,Late
BBM23,bbm,asee_shstep05,5,1,1196,5,1,Early
BBM23,bbm,asee_shstep07,7,0,1460,0,1,Early
BBM23,bbm,asee_shstep09,9,0,806,6,1,Early
BBM23,bbm,asee_shstep11,11,0,935,2,1,Early
BBM23,bbm,asee_shstep13,13,0,1090,3,1,Early
BBM23,bbm,asee_shstep15,15,0,1250,1,1,Early
BBM23,bbm,asee_shstep17,17,0,787,4,1,Early
BBM23,bbm,asee_shstep05,5,1,815,6,2,Early
BBM23,bbm,asee_shstep07,7,1,1081,3,2,Early
BBM23,bbm,asee_shstep09,9,0,607,5,2,Early
BBM23,bbm,asee_shstep11,11,0,1129,2,2,Early
BBM23,bbm,asee_shstep13,13,0,679,1,2,Early
BBM23,bbm,asee_shstep15,15,0,1022,0,2,Early
BBM23,bbm,asee_shstep17,17,0,1064,4,2,Early
BBM23,bbm,asee_shstep05,5,1,698,5,3,Early
BBM23,bbm,asee_shstep07,7,1,778,4,3,Early
BBM23,bbm,asee_shstep09,9,0,674,3,3,Early
BBM23,bbm,asee_shstep11,11,0,772,0,3,Early
BBM23,bbm,asee_shstep13,13,0,649,2,3,Early
BBM23,bbm,asee_shstep15,15,0,719,6,3,Early
BBM23,bbm,asee_shstep17,17,0,968,1,3,Early
BBM23,bbm,asee_shstep05,5,1,639,4,4,Early
BBM23,bbm,asee_shstep07,7,1,778,0,4,Early
BBM23,bbm,asee_shstep09,9,1,851,1,4,Early
BBM23,bbm,asee_shstep11,11,0,890,5,4,Early
BBM23,bbm,asee_shstep13,13,0,606,2,4,Early
BBM23,bbm,asee_shstep15,15,0,691,3,4,Early
BBM23,bbm,asee_shstep17,17,0,790,6,4,Early
BBM23,bbm,asee_shstep05,5,1,702,5,5,Early
BBM23,bbm,asee_shstep07,7,1,666,6,5,Early
BBM23,bbm,asee_shstep09,9,1,796,2,5,Early
BBM23,bbm,asee_shstep11,11,0,697,4,5,Early
BBM23,bbm,asee_shstep13,13,0,650,3,5,Early
BBM23,bbm,asee_shstep15,15,0,802,0,5,Early
BBM23,bbm,asee_shstep17,17,0,597,1,5,Early
BBM23,bbm,asee_shstep05,5,1,817,2,6,Late
BBM23,bbm,asee_shstep07,7,1,664,3,6,Late
BBM23,bbm,asee_shstep09,9,1,774,0,6,Late
BBM23,bbm,asee_shstep11,11,0,827,5,6,Late
BBM23,bbm,asee_shstep13,13,0,565,6,6,Late
BBM23,bbm,asee_shstep15,15,0,670,4,6,Late
BBM23,bbm,asee_shstep17,17,1,686,1,6,Late
BBM23,bbm,asee_shstep05,5,1,580,3,7,Late
BBM23,bbm,asee_shstep07,7,1,689,6,7,Late
BBM23,bbm,asee_shstep09,9,0,571,5,7,Late
BBM23,bbm,asee_shstep11,11,1,832,1,7,Late
BBM23,bbm,asee_shstep13,13,0,621,4,7,Late
BBM23,bbm,asee_shstep15,15,0,578,0,7,Late
BBM23,bbm,asee_shstep17,17,0,672,2,7,Late
BBM23,bbm,asee_shstep05,5,1,681,0,8,Late
BBM23,bbm,asee_shstep07,7,1,757,2,8,Late
BBM23,bbm,asee_shstep09,9,1,862,1,8,Late
BBM23,bbm,asee_shstep11,11,0,663,3,8,Late
BBM23,bbm,asee_shstep13,13,0,568,6,8,Late
BBM23,bbm,asee_shstep15,15,0,556,5,8,Late
BBM23,bbm,asee_shstep17,17,0,611,4,8,Late
BBM23,bbm,asee_shstep05,5,1,609,6,9,Late
BBM23,bbm,asee_shstep07,7,1,629,1,9,Late
BBM23,bbm,asee_shstep09,9,1,752,0,9,Late
BBM23,bbm,asee_shstep11,11,0,936,5,9,Late
BBM23,bbm,asee_shstep13,13,0,606,3,9,Late
BBM23,bbm,asee_shstep15,15,0,626,4,9,Late
BBM23,bbm,asee_shstep17,17,0,867,2,9,Late
BBM23,bbm,asee_shstep05,5,1,611,1,10,Late
BBM23,bbm,asee_shstep07,7,1,680,2,10,Late
BBM23,bbm,asee_shstep09,9,1,690,4,10,Late
BBM23,bbm,asee_shstep11,11,1,762,0,10,Late
BBM23,bbm,asee_shstep13,13,0,604,5,10,Late
BBM23,bbm,asee_shstep15,15,0,573,3,10,Late
BBM23,bbm,asee_shstep17,17,0,543,6,10,Late
BBM24,bbm,asee_shstep07,7,1,1183,1,1,Early
BBM24,bbm,asee_shstep09,9,0,2812,3,1,Early
BBM24,bbm,asee_shstep13,13,0,2027,0,1,Early
BBM24,bbm,asee_shstep17,17,1,1966,4,1,Early
BBM24,bbm,asee_shstep05,5,1,806,6,2,Early
BBM24,bbm,asee_shstep07,7,1,1328,1,2,Early
BBM24,bbm,asee_shstep09,9,0,3875,4,2,Early
BBM24,bbm,asee_shstep11,11,0,992,0,2,Early
BBM24,bbm,asee_shstep13,13,1,1467,2,2,Early
BBM24,bbm,asee_shstep15,15,0,1029,3,2,Early
BBM24,bbm,asee_shstep17,17,0,1841,5,2,Early
BBM24,bbm,asee_shstep05,5,1,752,4,3,Early
BBM24,bbm,asee_shstep07,7,1,976,2,3,Early
BBM24,bbm,asee_shstep09,9,0,875,3,3,Early
BBM24,bbm,asee_shstep11,11,0,790,6,3,Early
BBM24,bbm,asee_shstep13,13,0,1039,1,3,Early
BBM24,bbm,asee_shstep15,15,0,946,5,3,Early
BBM24,bbm,asee_shstep17,17,0,698,0,3,Early
BBM24,bbm,asee_shstep05,5,1,684,0,4,Early
BBM24,bbm,asee_shstep07,7,1,700,6,4,Early
BBM24,bbm,asee_shstep09,9,0,651,5,4,Early
BBM24,bbm,asee_shstep11,11,0,915,1,4,Early
BBM24,bbm,asee_shstep13,13,0,685,3,4,Early
BBM24,bbm,asee_shstep15,15,1,1751,2,4,Early
BBM24,bbm,asee_shstep17,17,0,733,4,4,Early
BBM24,bbm,asee_shstep05,5,1,555,1,5,Early
BBM24,bbm,asee_shstep07,7,1,832,3,5,Early
BBM24,bbm,asee_shstep09,9,1,742,5,5,Early
BBM24,bbm,asee_shstep11,11,0,1025,2,5,Early
BBM24,bbm,asee_shstep13,13,0,515,6,5,Early
BBM24,bbm,asee_shstep15,15,0,776,4,5,Early
BBM24,bbm,asee_shstep17,17,0,578,0,5,Early
BBM24,bbm,asee_shstep05,5,1,896,0,6,Late
BBM24,bbm,asee_shstep07,7,1,698,1,6,Late
BBM24,bbm,asee_shstep09,9,1,793,6,6,Late
BBM24,bbm,asee_shstep11,11,0,839,4,6,Late
BBM24,bbm,asee_shstep13,13,0,689,2,6,Late
BBM24,bbm,asee_shstep15,15,1,614,3,6,Late
BBM24,bbm,asee_shstep17,17,0,625,5,6,Late
BBM24,bbm,asee_shstep05,5,1,883,1,7,Late
BBM24,bbm,asee_shstep07,7,1,697,2,7,Late
BBM24,bbm,asee_shstep09,9,1,785,6,7,Late
BBM24,bbm,asee_shstep11,11,0,1425,5,7,Late
BBM24,bbm,asee_shstep13,13,0,952,4,7,Late
BBM24,bbm,asee_shstep15,15,0,660,3,7,Late
BBM24,bbm,asee_shstep17,17,0,1163,0,7,Late
BBM24,bbm,asee_shstep05,5,1,1635,5,8,Late
BBM24,bbm,asee_shstep07,7,1,790,2,8,Late
BBM24,bbm,asee_shstep09,9,1,1101,0,8,Late
BBM24,bbm,asee_shstep11,11,0,3625,1,8,Late
BBM24,bbm,asee_shstep13,13,0,950,6,8,Late
BBM24,bbm,asee_shstep15,15,0,716,3,8,Late
BBM24,bbm,asee_shstep17,17,0,676,4,8,Late
BBM24,bbm,asee_shstep05,5,1,1981,4,9,Late
BBM24,bbm,asee_shstep07,7,1,755,0,9,Late
BBM24,bbm,asee_shstep09,9,1,925,6,9,Late
BBM24,bbm,asee_shstep11,11,0,1613,5,9,Late
BBM24,bbm,asee_shstep13,13,0,1133,3,9,Late
BBM24,bbm,asee_shstep15,15,0,900,2,9,Late
BBM24,bbm,asee_shstep17,17,0,1366,1,9,Late
BBM24,bbm,asee_shstep05,5,1,895,0,10,Late
BBM24,bbm,asee_shstep07,7,1,831,3,10,Late
BBM24,bbm,asee_shstep09,9,0,913,5,10,Late
BBM24,bbm,asee_shstep11,11,0,1950,4,10,Late
BBM24,bbm,asee_shstep13,13,0,625,1,10,Late
BBM24,bbm,asee_shstep15,15,0,794,2,10,Late
BBM24,bbm,asee_shstep17,17,0,805,6,10,Late
BBM25,bbm,asee_shstep05,5,1,770,1,1,Early
BBM25,bbm,asee_shstep07,7,1,2022,2,1,Early
BBM25,bbm,asee_shstep09,9,1,1877,4,1,Early
BBM25,bbm,asee_shstep11,11,1,873,3,1,Early
BBM25,bbm,asee_shstep13,13,1,1352,5,1,Early
BBM25,bbm,asee_shstep15,15,0,818,6,1,Early
BBM25,bbm,asee_shstep17,17,0,768,0,1,Early
BBM25,bbm,asee_shstep05,5,1,659,6,2,Early
BBM25,bbm,asee_shstep07,7,1,969,4,2,Early
BBM25,bbm,asee_shstep09,9,0,1026,2,2,Early
BBM25,bbm,asee_shstep11,11,0,723,3,2,Early
BBM25,bbm,asee_shstep13,13,0,705,5,2,Early
BBM25,bbm,asee_shstep15,15,0,705,1,2,Early
BBM25,bbm,asee_shstep17,17,0,641,0,2,Early
BBM25,bbm,asee_shstep05,5,1,660,0,3,Early
BBM25,bbm,asee_shstep07,7,1,875,2,3,Early
BBM25,bbm,asee_shstep09,9,1,745,5,3,Early
BBM25,bbm,asee_shstep11,11,0,672,4,3,Early
BBM25,bbm,asee_shstep13,13,0,670,1,3,Early
BBM25,bbm,asee_shstep15,15,0,626,6,3,Early
BBM25,bbm,asee_shstep17,17,0,618,3,3,Early
BBM25,bbm,asee_shstep05,5,1,667,5,4,Early
BBM25,bbm,asee_shstep07,7,0,976,2,4,Early
BBM25,bbm,asee_shstep09,9,1,782,6,4,Early
BBM25,bbm,asee_shstep11,11,0,755,0,4,Early
BBM25,bbm,asee_shstep13,13,0,759,1,4,Early
BBM25,bbm,asee_shstep15,15,0,675,4,4,Early
BBM25,bbm,asee_shstep17,17,0,631,3,4,Early
BBM25,bbm,asee_shstep05,5,1,611,3,5,Early
BBM25,bbm,asee_shstep07,7,1,629,6,5,Early
BBM25,bbm,asee_shstep09,9,1,887,1,5,Early
BBM25,bbm,asee_shstep11,11,0,852,5,5,Early
BBM25,bbm,asee_shstep13,13,0,616,0,5,Early
BBM25,bbm,asee_shstep15,15,0,695,4,5,Early
BBM25,bbm,asee_shstep17,17,0,721,2,5,Early
BBM25,bbm,asee_shstep05,5,1,734,4,6,Late
BBM25,bbm,asee_shstep07,7,1,697,6,6,Late
BBM25,bbm,asee_shstep09,9,1,678,0,6,Late
BBM25,bbm,asee_shstep11,11,0,755,1,6,Late
BBM25,bbm,asee_shstep13,13,0,617,5,6,Late
BBM25,bbm,asee_shstep15,15,0,632,3,6,Late
BBM25,bbm,asee_shstep17,17,0,687,2,6,Late
BBM25,bbm,asee_shstep05,5,1,751,4,7,Late
BBM25,bbm,asee_shstep07,7,1,880,3,7,Late
BBM25,bbm,asee_shstep09,9,1,658,6,7,Late
BBM25,bbm,asee_shstep11,11,0,819,2,7,Late
BBM25,bbm,asee_shstep13,13,0,622,5,7,Late
BBM25,bbm,asee_shstep15,15,0,645,0,7,Late
BBM25,bbm,asee_shstep17,17,0,662,1,7,Late
BBM25,bbm,asee_shstep05,5,1,626,6,8,Late
BBM25,bbm,asee_shstep07,7,1,705,0,8,Late
BBM25,bbm,asee_shstep09,9,1,697,5,8,Late
BBM25,bbm,asee_shstep11,11,0,659,1,8,Late
BBM25,bbm,asee_shstep13,13,0,635,4,8,Late
BBM25,bbm,asee_shstep15,15,0,592,2,8,Late
BBM25,bbm,asee_shstep17,17,0,704,3,8,Late
BBM25,bbm,asee_shstep05,5,1,541,4,9,Late
BBM25,bbm,asee_shstep07,7,1,550,0,9,Late
BBM25,bbm,asee_shstep09,9,1,671,2,9,Late
BBM25,bbm,asee_shstep11,11,1,1110,6,9,Late
BBM25,bbm,asee_shstep13,13,0,1064,1,9,Late
BBM25,bbm,asee_shstep15,15,0,526,5,9,Late
BBM25,bbm,asee_shstep17,17,0,596,3,9,Late
BBM25,bbm,asee_shstep05,5,1,822,2,10,Late
BBM25,bbm,asee_shstep07,7,1,634,6,10,Late
BBM25,bbm,asee_shstep09,9,1,885,5,10,Late
BBM25,bbm,asee_shstep11,11,0,607,1,10,Late
BBM25,bbm,asee_shstep13,13,0,787,0,10,Late
BBM25,bbm,asee_shstep15,15,0,625,3,10,Late
BBM25,bbm,asee_shstep17,17,0,554,4,10,Late
BBM26,bbm,asee_shstep05,5,0,1008,1,1,Early
BBM26,bbm,asee_shstep07,7,0,3979,2,1,Early
BBM26,bbm,asee_shstep09,9,0,1850,4,1,Early
BBM26,bbm,asee_shstep11,11,0,3424,3,1,Early
BBM26,bbm,asee_shstep13,13,1,755,5,1,Early
BBM26,bbm,asee_shstep15,15,0,1538,6,1,Early
BBM26,bbm,asee_shstep17,17,0,975,0,1,Early
BBM26,bbm,asee_shstep05,5,0,549,6,2,Early
BBM26,bbm,asee_shstep07,7,0,572,4,2,Early
BBM26,bbm,asee_shstep09,9,0,574,2,2,Early
BBM26,bbm,asee_shstep11,11,0,502,3,2,Early
BBM26,bbm,asee_shstep13,13,0,624,5,2,Early
BBM26,bbm,asee_shstep15,15,0,571,1,2,Early
BBM26,bbm,asee_shstep17,17,0,789,0,2,Early
BBM26,bbm,asee_shstep05,5,1,1498,0,3,Early
BBM26,bbm,asee_shstep07,7,1,1190,2,3,Early
BBM26,bbm,asee_shstep09,9,1,1158,5,3,Early
BBM26,bbm,asee_shstep11,11,0,615,4,3,Early
BBM26,bbm,asee_shstep13,13,0,653,1,3,Early
BBM26,bbm,asee_shstep15,15,0,769,6,3,Early
BBM26,bbm,asee_shstep17,17,0,655,3,3,Early
BBM26,bbm,asee_shstep05,5,1,649,5,4,Early
BBM26,bbm,asee_shstep07,7,1,629,2,4,Early
BBM26,bbm,asee_shstep09,9,1,1183,6,4,Early
BBM26,bbm,asee_shstep11,11,0,712,0,4,Early
BBM26,bbm,asee_shstep13,13,0,674,1,4,Early
BBM26,bbm,asee_shstep15,15,0,650,4,4,Early
BBM26,bbm,asee_shstep17,17,0,663,3,4,Early
BBM26,bbm,asee_shstep05,5,1,593,3,5,Early
BBM26,bbm,asee_shstep07,7,1,566,6,5,Early
BBM26,bbm,asee_shstep09,9,1,1051,1,5,Early
BBM26,bbm,asee_shstep11,11,0,591,5,5,Early
BBM26,bbm,asee_shstep13,13,0,606,0,5,Early
BBM26,bbm,asee_shstep15,15,0,718,4,5,Early
BBM26,bbm,asee_shstep17,17,0,661,2,5,Early
BBM26,bbm,asee_shstep05,5,1,555,4,6,Late
BBM26,bbm,asee_shstep07,7,1,614,6,6,Late
BBM26,bbm,asee_shstep09,9,1,715,0,6,Late
BBM26,bbm,asee_shstep11,11,0,655,1,6,Late
BBM26,bbm,asee_shstep13,13,0,578,5,6,Late
BBM26,bbm,asee_shstep15,15,0,649,3,6,Late
BBM26,bbm,asee_shstep17,17,0,676,2,6,Late
BBM26,bbm,asee_shstep05,5,1,506,4,7,Late
BBM26,bbm,asee_shstep07,7,1,611,3,7,Late
BBM26,bbm,asee_shstep09,9,1,609,6,7,Late
BBM26,bbm,asee_shstep11,11,1,731,2,7,Late
BBM26,bbm,asee_shstep13,13,0,739,5,7,Late
BBM26,bbm,asee_shstep15,15,0,521,0,7,Late
BBM26,bbm,asee_shstep17,17,0,539,1,7,Late
BBM26,bbm,asee_shstep05,5,1,497,6,8,Late
BBM26,bbm,asee_shstep07,7,1,573,0,8,Late
BBM26,bbm,asee_shstep09,9,1,510,5,8,Late
BBM26,bbm,asee_shstep11,11,0,510,1,8,Late
BBM26,bbm,asee_shstep13,13,0,540,4,8,Late
BBM26,bbm,asee_shstep15,15,0,499,2,8,Late
BBM26,bbm,asee_shstep17,17,0,507,3,8,Late
BBM26,bbm,asee_shstep05,5,1,559,4,9,Late
BBM26,bbm,asee_shstep07,7,1,610,0,9,Late
BBM26,bbm,asee_shstep09,9,1,605,2,9,Late
BBM26,bbm,asee_shstep11,11,1,697,6,9,Late
BBM26,bbm,asee_shstep13,13,0,702,1,9,Late
BBM26,bbm,asee_shstep15,15,0,643,5,9,Late
BBM26,bbm,asee_shstep17,17,0,603,3,9,Late
BBM26,bbm,asee_shstep05,5,1,583,2,10,Late
BBM26,bbm,asee_shstep07,7,1,481,6,10,Late
BBM26,bbm,asee_shstep09,9,1,598,5,10,Late
BBM26,bbm,asee_shstep11,11,0,987,1,10,Late
BBM26,bbm,asee_shstep13,13,0,694,0,10,Late
BBM26,bbm,asee_shstep15,15,0,680,3,10,Late
BBM26,bbm,asee_shstep17,17,0,556,4,10,Late
BBM27,bbm,asee_shstep05,5,1,916,1,1,Early
BBM27,bbm,asee_shstep07,7,1,2058,2,1,Early
BBM27,bbm,asee_shstep09,9,0,840,4,1,Early
BBM27,bbm,asee_shstep11,11,0,795,3,1,Early
BBM27,bbm,asee_shstep13,13,0,857,5,1,Early
BBM27,bbm,asee_shstep15,15,0,800,6,1,Early
BBM27,bbm,asee_shstep17,17,0,779,0,1,Early
BBM27,bbm,asee_shstep05,5,1,741,6,2,Early
BBM27,bbm,asee_shstep07,7,1,913,4,2,Early
BBM27,bbm,asee_shstep09,9,0,797,2,2,Early
BBM27,bbm,asee_shstep11,11,0,829,3,2,Early
BBM27,bbm,asee_shstep13,13,0,764,5,2,Early
BBM27,bbm,asee_shstep15,15,0,894,1,2,Early
BBM27,bbm,asee_shstep17,17,0,767,0,2,Early
BBM27,bbm,asee_shstep05,5,1,777,0,3,Early
BBM27,bbm,asee_shstep07,7,1,802,2,3,Early
BBM27,bbm,asee_shstep09,9,1,754,5,3,Early
BBM27,bbm,asee_shstep11,11,0,810,4,3,Early
BBM27,bbm,asee_shstep13,13,0,732,1,3,Early
BBM27,bbm,asee_shstep15,15,0,755,6,3,Early
BBM27,bbm,asee_shstep17,17,0,888,3,3,Early
BBM27,bbm,asee_shstep05,5,1,745,5,4,Early
