subject,id,condition,word,trial,nounAnswer,rt,grammarType,wordType,sex,hearing,lang,equip
Subject228,919subject548,aam,sandalstep11,0,1,26730,noun,critical,Male,yes,english,In-ear headphones/earbuds (cost $30 or less)
Subject229,919subject761,abm,enroll,1,0,1652,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,silverstep0,10,0,5312,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,regular,11,0,1458,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,guilty,12,0,1391,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,hidden,13,0,1375,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,umbrella,14,1,1692,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,sabrestep20,15,0,1800,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,casserolestep0,16,1,2129,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,weekly,17,0,2741,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,secondstep20,18,0,3692,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,recovery,19,0,2560,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,typical,2,0,1336,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,occupy,20,0,4250,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,parrot,21,1,3048,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,remedial,22,0,6205,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,totally,23,0,3312,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,surrenderstep0,24,0,2548,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,immoral,25,0,3433,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,alone,26,0,8692,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,momentary,27,0,5563,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,develop,28,0,2048,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,manually,29,0,2298,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,garden,3,1,2321,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,severalstep20,30,0,3588,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,tutorial,31,0,1718,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,failure,32,0,1810,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,bakery,33,1,1500,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,seaweedstep20,34,1,11475,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,ironic,35,0,2060,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,military,36,1,12133,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,remind,37,0,2725,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,romantic,38,0,1757,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,saltystep20,39,0,1957,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,yoghurt,4,1,2201,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,ciderstep0,40,0,1688,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,freeze,41,0,2125,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,avenue,42,0,1730,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,global,43,0,6350,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,overcome,44,0,2060,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,honeymoon,45,0,3218,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,family,46,1,2752,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,camera,47,1,1872,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,animal,48,1,1480,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,annoying,49,0,1519,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,secludedstep20,5,0,1758,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,harmful,50,0,2004,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,marina,51,0,2423,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,degree,52,1,5654,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,vibrant,53,0,2660,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,appear,54,0,1731,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,grapple,55,0,1665,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,pineapple,56,1,3188,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,become,57,0,1973,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,superpowerstep0,58,0,4237,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,image,59,1,2674,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,royalty,6,0,1852,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,kidnap,60,0,6649,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,hamburger,61,1,1870,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,around,62,0,2055,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,gasolinestep0,63,1,2961,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,fumble,64,0,1944,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,solidstep0,65,0,1601,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,immune,66,0,1646,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,embody,67,0,1569,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,beauty,68,0,1381,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,gullible,69,0,1659,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,engine,7,1,2165,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,wrinkle,70,0,1363,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,brain,71,1,1496,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,document,72,1,1496,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,orbital,73,1,4807,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,grammatical,74,0,1562,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,warrantee,75,1,3177,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,relate,76,0,1436,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,submarinestep0,77,0,3129,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,energy,78,0,3012,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,acerbicstep20,79,0,8102,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,felony,8,0,4128,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,basementstep20,80,1,4564,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,america,81,1,2953,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,anemia,82,0,2838,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,tobacco,83,1,1361,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,sandalstep20,84,0,2632,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,omelet,85,1,1413,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,eternal,86,0,1772,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,mineral,87,1,1705,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,dragon,88,1,1775,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,opaque,89,0,1863,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,sufferstep0,9,0,1570,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,ballerina,90,1,1331,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,depend,91,0,2152,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,evolve,92,0,3035,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,yell,93,0,2182,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,lawyer,94,1,1699,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,human,95,1,1524,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,unique,96,0,1581,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,parable,97,0,1603,noun,filler,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,similarstep0,98,0,2900,notnoun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,sidewalkstep0,99,1,4151,noun,critical,Female,yes,english,Laptop/pc speakers
Subject229,919subject761,abm,ignore,0,0,2126,notnoun,filler,Female,yes,english,Laptop/pc speakers
Subject230,919subject765,abm,yell,1,1,2178,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,garden,10,1,2696,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,overcome,11,0,1946,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,unique,12,0,1994,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,silverstep0,13,1,4720,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,royalty,14,0,1619,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,human,15,1,2198,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,remind,16,0,3181,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,seaweedstep20,17,1,2305,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,regular,18,0,3175,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,sabrestep20,19,0,2020,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,fumble,2,0,2691,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,occupy,20,0,2290,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,warrantee,21,1,2289,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,omelet,22,1,1695,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,embody,23,0,1582,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,dragon,24,1,1609,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,totally,25,0,1465,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,similarstep0,26,0,1831,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,parrot,27,1,1455,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,basementstep20,28,1,1514,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,sandalstep20,29,1,1859,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,umbrella,3,1,2105,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,brain,30,1,1636,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,military,31,1,3510,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,engine,32,1,1706,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,depend,33,0,1840,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,casserolestep0,34,1,2497,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,guilty,35,0,2024,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,ciderstep0,36,1,2135,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,hidden,37,0,2020,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,around,38,0,1592,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,animal,39,1,1543,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,harmful,4,0,2431,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,sufferstep0,40,0,1911,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,enroll,41,0,1804,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,bakery,42,1,1384,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,parable,43,0,1642,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,appear,44,0,1711,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,submarinestep0,45,1,1753,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,weekly,46,0,1832,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,relate,47,0,1739,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,ignore,48,0,1709,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,manually,49,0,1995,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,orbital,5,0,1856,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,recovery,50,0,1792,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,severalstep20,51,0,1683,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,avenue,52,1,3081,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,pineapple,53,1,1346,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,felony,54,1,2012,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,typical,55,0,1374,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,superpowerstep0,56,1,3198,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,honeymoon,57,1,3157,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,lawyer,58,1,1773,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,camera,59,1,1760,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,energy,6,1,2555,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,opaque,60,0,1907,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,family,61,1,1534,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,evolve,62,0,1710,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,become,63,0,1750,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,vibrant,64,0,1691,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,tobacco,65,1,1679,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,failure,66,0,1797,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,freeze,67,0,1934,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,immoral,68,0,2012,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,secludedstep20,69,0,1698,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,secondstep20,7,0,1855,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,grammatical,70,0,1362,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,wrinkle,71,1,1696,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,yoghurt,72,1,1444,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,global,73,0,1565,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,degree,74,1,1441,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,alone,75,0,1625,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,momentary,76,0,1513,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,grapple,77,1,1740,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,ironic,78,0,1733,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,solidstep0,79,0,1912,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,document,8,1,1876,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,annoying,80,0,3455,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,gullible,81,0,1325,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,remedial,82,0,1505,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,image,83,1,1903,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,america,84,1,1580,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,acerbicstep20,85,0,1614,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,immune,86,0,1805,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,beauty,87,0,1280,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,romantic,88,0,1405,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,marina,89,0,1543,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,saltystep20,9,0,2969,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,anemia,90,0,1242,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,sidewalkstep0,91,1,2052,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,develop,92,0,1568,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,surrenderstep0,93,0,1532,notnoun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,hamburger,94,1,1509,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,mineral,95,1,1394,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,kidnap,96,0,1620,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,tutorial,97,1,1720,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,gasolinestep0,98,1,1521,noun,critical,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,eternal,99,0,1838,notnoun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject230,919subject765,abm,ballerina,0,1,1922,noun,filler,Female,yes,english,External speakers (cost $30 or less)
Subject231,919subject959,abm,harmful,1,0,2183,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,freeze,10,0,2801,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,recovery,11,0,1639,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,felony,12,0,5766,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,engine,13,1,3678,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,severalstep20,14,0,2921,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,family,15,1,27744,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,secondstep20,16,0,3082,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,anemia,17,1,19194,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,tutorial,18,1,13775,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,submarinestep0,19,1,2517,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,warrantee,2,0,4207,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,honeymoon,20,1,5601,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,ciderstep0,21,0,2249,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,solidstep0,22,0,2242,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,similarstep0,23,0,2313,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,orbital,24,0,2448,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,parrot,25,1,1356,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,pineapple,26,1,1403,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,parable,27,0,1554,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,sidewalkstep0,28,1,3877,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,depend,29,0,1675,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,unique,3,0,1513,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,annoying,30,0,1354,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,alone,31,0,2131,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,grammatical,32,0,1533,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,seaweedstep20,33,1,2020,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,remedial,34,0,1395,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,energy,35,0,1488,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,around,36,0,1781,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,mineral,37,1,1612,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,yoghurt,38,1,1494,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,silverstep0,39,1,2120,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,manually,4,0,6317,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,ballerina,40,1,1289,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,document,41,0,1352,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,evolve,42,0,1573,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,sabrestep20,43,0,1550,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,global,44,0,1811,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,yell,45,0,2160,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,immoral,46,0,1431,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,surrenderstep0,47,0,2476,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,sufferstep0,48,0,1705,notnoun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,typical,49,0,1385,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,camera,5,1,3173,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,ironic,50,0,1396,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,beauty,51,0,1269,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,eternal,52,0,1265,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,basementstep20,53,1,1959,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,develop,54,0,1463,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,superpowerstep0,55,1,3271,noun,critical,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,garden,56,1,1493,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,omelet,57,1,1398,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,occupy,58,0,1433,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,animal,59,1,1153,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,totally,6,0,1450,notnoun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
Subject231,919subject959,abm,marina,60,1,1999,noun,filler,Female,yes,biling,In-ear headphones/earbuds (cost more than $100)
